"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCFDMG95	RCFDPU98	RCFDPU99	RCFDPV00	RCFDPV01	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	
274052																																																																																																																																																					0	0	4186	1525	1515	0	0	0	0	0	0	0	0	0	0	4462	4436	0	0	0	585	592	0	0	1277	778	499	2716	344	0	0	0	0	5	94	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
274829																																																																																																																																																					0	0	42976	0	0	0	0	0	0	0	0	0	0	0	0	136013	119666	0	0	0	1237	1233	0	0	172	806	18	182	1634	6548	0	0	246	703	1843	28777	60032	7428	11449																									0	0	0	0	0	0	8390	7851	0	0	98246	83750	0	0	0	0	0	0	19581	18877	0	0	0	0	0	0	0	0		
274856																																																																																																																																																					0	0	13835	3011	2943	0	0	3253	3225	0	0	0	0	0	0	49027	47341	0	0	0	35642	34303	0	0	13541	4009	9532	16907	7100	7063	329	0	0	0	124	2278	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
275255																																																																																																																																																					0	0	3869	8111	7570	0	0	6750	5689	0	0	0	0	0	0	31571	28998	0	0	0	7010	6250	750	710	518	307	2311	9380	4255	4834	1017	1935	0	0	0	0	622	483	3855																									0	0	0	0	0	0	2605	2557	0	0	0	0	0	0	0	0	0	0	3425	3405	0	0	0	0	0	0	0	0		
275358																																																																																																																																																					0	0	69194	0	0	0	0	1000	998	0	0	0	0	0	0	300143	271484	0	0	0	21761	20197	0	0	3578	18726	3030	5629	13540	26915	18918	98	1891	0	0	9645	79088	6746	87258																									0	8588	0	8588									0	0	0	0	0	0	44707	43565	0	0	0	0	0	0	9313	9393		
275479																																																																																																																																																					0	0	8022	0	0	0	0	0	0	0	0	0	0	10004	9782	48225	40051	0	0	0	0	0	0	0	0	0	0	0	0	13465	0	455	241	19	0	1034	34842	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
275657																																																																																																																																																					0	0	20434	0	0	0	0	0	0	0	0	0	0	690	685	46934	41435	0	690	685	30435	26187	0	0	3689	760	3155	7779	7524	22708	201	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
276074																																																																																																																																																					0	0	22254	18762	18682	0	0	9932	9677	0	0	0	0	0	0	52825	48597	0	0	0	16588	13831	0	0	17771	4464	14298	9825	2865	10431	716	0	0	0	101	240	917	621	3659																									0	0	0	0									0	0	0	0	0	0	1741	1566	0	0	0	0	0	0	0	0		
276159																																																																																																																																																					0	0	51064	497	497	0	0	0	0	0	0	0	0	0	0	85868	75676	0	0	0	61832	54947	0	0	2948	340	2609	5912	7942	32278	6364	140	0	147	169	2558	5908	628	10683																									0	0	0	0									0	0	0	0	0	0	13691	11311	0	0	0	0	0	0	0	0		
276551																																																																																																																																																					0	0	39158	0	0	0	0	2500	2500	0	0	0	0	0	0	47525	43390	0	0	0	20514	18490	0	0	490	0	490	1842	2498	17633	2674	6	49	65	0	3055	4694	3260	7125																									0	0	0	0									0	0	0	0	0	0	9503	9065	0	0	0	0	0	0	0	0		
276579																																																																																																																																																					0	0	17631117	1200547	1101215	0	0	25000	24657	0	0	0	0	9271684	9228512	10405446	9116299	0	278383	264805	1095523	1030173	0	0	231757	448045	224198	550671	462272	1926518	370880	30113	155220	31252	9029	2434077	6070035	208835	5466839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	21	0	21	10495	10492	492024	474983	6097141	6109542	2359185	2142729	133	132	4642	4245	2735010	2698820	392766	352418	0	0	1	1	0	0	0	0	0	
276645																																																																																																																																																					0	0	29673	4201	4123	0	0	0	0	0	0	0	0	0	0	77106	70591	0	0	0	62405	56693	0	0	5996	1861	4136	9501	11232	36550	241	0	0	10	41	2672	3722	71	554																									0	0	0	0									0	0	0	0	0	0	647	625	0	0	0	0	0	0	0	0		
276654																																																																																																																																																					0	0	4748	4926	4408	0	0	0	0	0	0	0	0	575	575	18926	17933	0	575	575	0	0	2000	1927	3941	1987	1954	9629	919	4019	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
276850																																																																																																																																																					0	0	75690	58617	58235	500	500	78890	77781	0	0	3000	2987	2449	2449	294131	289703	0	1949	1949	89473	87820	0	0	29788	31282	26009	92581	59532	43695	4035	444	1170	0	401	2098	0	10084	20821																									0	0	0	0									0	0	0	0	0	0	2742	2456	0	0	0	0	0	0	82	73		
276953																																																																																																																																																					0	0	10036	7968	7515	0	0	0	0	0	0	0	0	0	0	23026	21515	0	0	0	8821	8348	0	0	1219	35	1184	12776	1019	1660	763	0	0	0	0	3678	400	0	0																									0	0	0	0									0	0	4636	4078	0	0	0	0	0	0	0	0	0	0	0	0		
277240																																																																																																																																																					0	0	15809	16349	16333	0	0	0	0	0	0	0	0	0	0	16351	16335	0	0	0	0	0	0	0	16333	0	0	16333	0	0	0	0	0	0	0	0	0	0	2																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2		
277277																																																																																																																																																					0	0	0	0	0	0	0	2037	1947	0	0	0	0	0	0	6474	6298	0	0	0	2292	2290	0	0	0	0	0	986	961	1790	500	0	0	0	0	189	99	342	1431																									0	0	0	0	0	0	114	99	0	0	216	189	0	0	0	0	0	0	1815	1773	0	0	0	0	0	0	0	0		
277736																																																																																																																																																					0	0	15561	2011	1940	0	0	0	0	0	0	0	0	0	0	20711	19309	0	0	0	700	582	0	0	0	0	6311	8111	191	4696	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
277820																																																																																																																																																					0	0	273917	0	0	0	0	7450	6437	0	0	0	0	242770	200484	86875	73414	381	164223	130828	0	0	0	0	726	381	3430	21349	9390	82800	78287	0	0	2097	798	28307	24136	5540	59670																									0	0	0	0									0	0	0	0	28373	23512	42905	35399	0	0	0	0	0	0	0	0		
278256																																																																																																																																																					0	0	42974	0	0	0	0	9708	8746	0	0	0	0	0	0	71605	67504	0	0	0	26342	23703	0	0	603	8528	2068	2261	3802	10422	12477	26	7	54	63	672	9157	2531	15436																									0	1101	0	1100									0	0	0	0	0	0	18154	17967	0	0	0	0	0	0	0	0		
278555																																																																																																																																																					0	0	28236	4486	4479	0	0	0	0	0	0	0	0	0	0	78708	76047	0	0	0	4822	4803	0	0	1215	3704	473	8074	0	1224	0	340	419	459	1822	40108	2649	6974	9800																									0	0	0	0									0	0	0	0	0	0	17183	16774	0	0	0	0	0	0	0	0		
278733																																																																																																																																																					0	0	8369	0	0	0	0	0	0	0	0	0	0	0	0	13112	12203	0	0	0	0	0	4192	3952	0	0	0	1896	0	2056	0	0	0	46	190	4652	3236	127	0																									0	0	0	0									0	0	0	0	0	0	126	127	0	0	0	0	0	0	0	0		
278751																																																																																																																																																					8425	8504	10878	2480	2469	0	0	0	0	0	0	0	0	8425	8504	2481	2470	0	0	0	0	0	0	0	1999	1493	504	2964	3450	2493	0	0	1	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
278818																																																																																																																																																					0	0	420372	150570	145181	0	0	24525	24441	0	0	0	0	75137	64253	545996	504461	0	10829	9926	149824	130704	0	0	80429	45545	70852	77388	31291	94971	16494	1	0	0	1347	6177	84167	26535	124831																									0	7499	0	7512	0	0	10161	10201	11606	9706	85244	69886	0	0	0	0	52702	44621	62585	60899	0	0	0	0	0	0	18096	18513		
279105																																																																																																																																																					7851	7763	205502	9787	9613	0	0	750	753	0	0	0	0	287430	258191	369777	318473	0	24437	24437	0	0	0	0	22886	5174	22815	78200	63071	308809	15826	258	681	288	1141	3264	6354	18559	81463																									0	0	0	0	60	60	388	354	7394	6060	4225	4178	0	0	0	0	39754	32843	72062	60202	0	0	0	0	0	0	69	66		
279842																																																																																																																																																					0	0	35210	0	0	0	0	1000	1000	0	0	0	0	0	0	82900	76091	0	0	0	28013	25254	0	0	3678	1378	3402	3831	7904	18243	12507	0	0	0	1	5986	12581	3791	6467																									0	0	0	0									0	0	1	1	0	0	11082	10257	0	0	0	0	0	0	0	0		
279954																																																																																																																																																					0	0	209714	27558	26817	0	0	2285	2289	0	0	0	0	0	0	340546	315026	0	0	0	170944	159898	0	0	34070	6884	27240	62822	27431	76889	23999	0	270	315	367	19849	21185	14910	32865																									0	0	0	0	0	0	5489	5136	0	0	42271	36849	0	0	0	0	0	0	54753	47775	0	0	0	0	0	0	0	0		
280110	0	0	19973698	7729339	7722798	0	0	0	0	23500	23462	0	0	6914099	6518342	43612072	40668935	0	0	0	0	0	0	0	3196782	719561	2248005	5690773	888798	2305229	279377	249515	300	3888	90237	930779	18122565	1524498	14529509	0	0	0	0	0	0	0	0	168833	166133	0	0	4600	3714	0	0	0	0	0	0	0	0	0	0	173433	0	169847	0	92801	82265	12354679	12257605	50861	46981	7457336	6996017	0	0	0	0	4305446	4092228	10840340	8930175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3399615	3128694	0	0	644267	619861	0	0	3399615	3128694	463457	451093	0	0	0	0	0	0	1804601	1652466	1133749	1013785	0	0	0	0	52747	0	0	3399615	3128694	0				7722798									6914098			40668935		0			0																																																																							
280138																																																																																																																																																					0	0	5754	1933	1864	0	0	247	243	0	0	0	0	0	0	55715	51247	0	0	0	30218	27952	500	438	2193	1049	1143	7439	12706	20001	384	1	0	208	126	5480	2711	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
280352																																																																																																																																																					6026	6015	8060	0	0	0	0	0	0	0	0	0	0	8282	8190	0	0	0	180	174	0	0	0	0	6112	249	5863	2093	0	0	0	0	0	0	76	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
280558																																																																																																																																																					0	0	3488	7727	7456	0	0	0	0	0	0	0	0	0	0	25011	22789	0	0	0	0	0	0	0	3680	1486	2194	3777	248	0	0	0	0	0	342	6979	5969	0	1794																									0	0	0	0									0	0	0	0	0	0	2014	1794	0	0	0	0	0	0	0	0		
282075																																																																																																																																																					0	0	149888	0	0	0	0	103580	100744	0	0	0	0	29708	29095	289908	264753	0	15156	14732	12708	10897	0	0	10486	31374	23037	23170	44855	51489	0	202	535	632	569	28848	39003	5866	44881																									0	15827	0	15977									0	0	0	0	93	89	52993	47617	0	0	0	0	0	0	0	0		
282226																																																																																																																																																					0	0	112308	4970	4986	0	0	0	0	0	0	0	0	0	0	201093	183321	0	0	0	29074	27519	0	0	4970	0	4970	12351	47587	107350	1826	0	0	0	2409	5238	1590	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
282824																																																																																																																																																					0	0	16213	4008	4015	0	0	0	0	0	0	0	0	0	0	21538	20010	0	0	0	2596	2495	0	0	1224	418	974	13475	608	0	0	76	0	0	0	482	405	181	3391																									0	0	0	0									0	0	0	0	0	0	4336	3571	0	0	0	0	0	0	0	0		
283438																																																																																																																																																					0	0	233811	177257	174481	0	0	0	0	0	0	0	0	0	0	335226	318605	0	0	0	34237	32265	0	0	62120	12958	49147	68442	32420	79656	194	70	88	1052	1148	12961	43894	589	15986																									0	0	0	0	0	0	174	171	0	0	68898	59040	0	0	0	0	0	0	13418	12524	0	0	0	0	0	0	0	0		
283652																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
283737																																																																																																																																																					140360	140430	26842	208277	209099	0	0	0	0	0	0	0	0	185133	185157	300140	301790	0	0	0	0	0	0	0	158226	59927	98300	222839	105858	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
283867																																																																																																																																																					0	0	581	0	0	0	0	0	0	0	0	0	0	0	0	19776	18956	0	0	0	1637	1580	0	0	0	0	0	1580	0	1240	0	0	0	0	0	2861	13275	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
284154																																																																																																																																																					0	0	4009	3468	3492	0	0	0	0	0	0	0	0	0	0	6327	6372	0	0	0	2859	2880	0	0	2655	500	2155	3717	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
284239																																																																																																																																																					0	0	6331	0	0	0	0	0	0	0	0	0	0	12157	11047	0	0	0	0	0	0	0	1100	976	1100	700	400	3163	2675	4814	400	0	0	0	0	4	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
284556																																																																																																																																																					0	0	0	0	0	1172	1172	0	0	0	0	0	0	1172	1172	6475	6326	1172	0	0	345	342	1172	1172	0	0	0	342	0	6042	0	0	0	0	0	145	698	152	119																									0	0	0	0									0	0	0	0	0	0	284	271	0	0	0	0	0	0	0	0		
284752																																																																																																																																																					0	0	27008	0	0	0	0	0	0	0	0	0	0	887	872	54152	50002	0	887	872	26315	24926	1000	982	419	0	419	7123	5567	17333	0	0	0	0	33	3564	7235	3944	5671																									0	0	0	0									0	0	0	0	0	0	10678	9503	0	0	0	0	0	0	0	0		
284958																																																																																																																																																					0	0	763	2001	2011	0	0	1200	1195	0	0	0	0	0	0	6516	6417	0	0	0	0	0	1200	1156	2845	1296	1549	3572	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
285151																																																																																																																																																					0	0	34607	41523	41465	0	0	0	0	0	0	0	0	0	0	41523	41465	0	0	0	0	0	0	0	41465	17908	23557	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
285348																																																																																																																																																					0	0	21247	30432	30544	0	0	0	0	0	0	0	0	0	0	65272	61951	0	0	0	0	0	0	0	11664	1995	9669	21703	8415	1746	0	0	0	171	0	3863	9408	192	4789																									0	0	0	0									0	0	0	0	0	0	5472	4981	0	0	0	0	0	0	0	0		
285544																																																																																																																																																					0	0	4456	0	0	0	0	0	0	0	0	0	0	0	0	4591	4456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	532	667	2583	599																									0	0	0	0	0	0	576	532	0	0	835	742	0	0	0	0	0	0	3180	3182	0	0	0	0	0	0	0	0		
285553																																																																																																																																																					0	0	7065	7968	7991	0	0	0	0	0	0	0	0	0	0	10894	10932	0	0	0	96	91	0	0	1000	0	1000	6991	0	91	0	0	0	0	0	0	0	2850	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2830	2850	0	0	0	0	0	0	0	0		
285740																																																																																																																																																					0	0	79264	5924	5369	7750	7074	783	603	0	0	0	0	7764	7089	186566	180796	0	0	0	47579	43693	0	0	4604	35381	3240	5399	7433	39362	4866	1183	508	18	0	960	28313	26627	35270																									0	15101	0	15244	0	0	16649	16363	14	15	14607	14605	0	0	0	0	0	0	33172	33066	0	0	0	0	0	0	15710	15645		
285852																																																																																																																																																					0	0	141597	0	0	0	0	0	0	0	0	0	0	166972	155659	76646	77440	670	73515	68340	7655	8895	0	0	961	4665	462	3252	4371	71947	8368	268	524	4431	5513	56243	11318	11339	61711																									0	0	0	0									0	0	0	0	33875	30565	31685	31508	0	0	0	0	0	0	0	0		
285928																																																																																																																																																					0	0	25745	3994	3725	0	0	2500	2134	0	0	0	0	2169	2169	141142	128801	0	2169	2169	72116	62155	0	0	140	22067	1499	8856	7231	27219	31170	3640	1298	0	0	2479	13284	3890	8336																									0	14555	0	14764									0	0	0	0	0	0	12256	12145	0	0	0	0	0	0	93	82		
286251																																																																																																																																																					0	0	7064	0	0	0	0	0	0	0	0	0	0	0	0	8650	7325	0	0	0	6843	5626	0	0	402	0	396	188	513	3946	584	0	6	0	0	599	428	226	439																									0	0	0	0									0	0	0	0	0	0	697	665	0	0	0	0	0	0	0	0		
286457																																																																																																																																																					0	0	364220	20945	19400	0	0	11379	10258	0	0	0	0	662	662	409164	397646	0	662	662	25289	23217	0	0	1729	285040	21712	25611	6126	24877	3986	18	27	10	4	0	1842	8	29047																									0	0	0	0									0	0	0	0	0	0	30579	24975	0	0	0	0	0	0	4727	4080		
286840																																																																																																																																																					0	0	0	493	493	0	0	0	0	0	0	0	0	0	0	1993	1985	0	0	0	0	0	0	0	743	249	494	1242	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
287007																																																																																																																																																					0	0	14315	0	0	0	0	0	0	0	0	0	0	14315	11790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2256	0	12059																									0	0	0	0									0	0	0	0	12059	10042	0	0	0	0	0	0	0	0	0	0		
287342																																																																																																																																																					0	0	294	1797	1723	0	0	4483	4271	0	0	0	0	0	0	27613	24409	0	0	0	16777	14513	875	816	2797	884	1913	4835	5428	10598	553	0	0	0	0	198	0	0	0																									0	0	0	0	0	0	0	0	0	0	196	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
287922																																																																																																																																																					0	0	11048	1724	1642	0	0	0	0	0	0	0	0	0	0	26212	24433	0	0	0	9035	8480	0	0	756	0	718	9541	6323	2328	0	0	0	13	137	991	3370	177	835																									0	0	0	0									0	0	0	0	0	0	1035	1012	0	0	0	0	0	0	0	0		
287959																																																																																																																																																					0	0	92132	65437	64822	0	0	0	0	0	0	0	0	0	0	99716	97962	0	0	0	14186	13744	1000	958	47202	11118	36082	41264	1434	2486	0	0	2	3	0	1337	0	173	4065																									0	0	0	0									0	0	0	0	0	0	4390	4238	0	0	0	0	0	0	0	0		
288152																																																																																																																																																					0	0	8341	5952	5879	0	0	0	0	0	0	0	0	0	0	13649	12853	0	0	0	0	0	0	0	1728	498	1230	3192	1493	0	0	0	0	30	216	4561	1633	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
288376																																																																																																																																																					0	0	117450	15437	14612	0	0	0	0	0	0	0	0	0	0	205579	169524	0	0	0	153833	120078	0	0	5449	2710	2699	22424	8652	35161	64020	1	46	83	743	26740	0	0	6248																									0	0	0	0	0	0	5	5	0	0	28827	27607	0	0	0	0	0	0	3586	3372	0	0	0	0	0	0	0	0		
288853																																																																																																																																																					0	0	7126468	229980	230811	0	0	0	0	0	0	0	0	2743644	2689615	6942930	6150006	0	606581	600123	105178	100604	363647	367700	209201	581156	169858	745538	615395	1117417	299831	1	0	245	0	1179887	1858537	282238	2043547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	144	5059	5027	3467611	3033467	0	0	0	0	189844	181449	2495464	2135913	0	0	0	0	0	0	28	28	0	
289056																																																																																																																																																					0	0	9120	0	0	0	0	0	0	0	0	0	0	49942	41705	52834	42926	0	11765	9683	24732	19707	4947	4120	473	300	173	5202	9133	71644	6416	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
289225																																																																																																																																																					0	0	28554	0	0	0	0	0	0	0	0	0	0	431	474	42489	36185	0	418	460	17761	15238	0	0	132	65	65	268	1490	7811	5957	0	2	9	18	2295	18636	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
289515																																																																																																																																																					0	0	361518	36037	32862	0	0	25377	23503	0	0	0	0	0	0	518000	481259	0	0	0	154916	134102	0	0	1135	57032	10479	9734	49298	124317	17413	7975	8	113	0	3333	13276	27907	160374																									0	25006	0	25331									0	0	2328	2282	0	0	82468	80331	0	0	0	0	0	0	98680	95270		
289702																																																																																																																																																					0	0	204017	5998	5989	7125	6878	0	0	0	0	0	0	7125	6878	461157	401464	0	0	0	5749	4951	0	0	10487	10362	2500	27082	2993	55138	3069	0	0	154	3100	6125	292446	0	5620																									0	0	0	0									0	0	0	0	0	0	5673	5620	0	0	0	0	0	0	0	0		
289739																																																																																																																																																					10000	9993	32951	0	0	0	0	0	0	0	0	0	0	10000	9993	54183	51546	0	0	0	1444	1380	1000	929	11085	10000	1076	1164	1293	920	0	9430	3573	283	481	6130	23203	47	3945																									0	0	0	0									0	0	0	0	0	0	4028	3992	0	0	0	0	0	0	0	0		
289757																																																																																																																																																					0	0	31097	0	0	0	0	0	0	0	0	0	0	0	0	53362	47247	0	0	0	34872	30964	0	0	0	1452	0	0	933	13414	17550	2000	37	0	0	2755	3810	3035	2259																									0	0	0	0									0	0	0	0	0	0	6612	5296	0	0	0	0	0	0	0	0		
290249																																																																																																																																																					0	0	60047	17962	17837	0	0	49780	47969	0	0	0	0	0	0	302828	292316	0	0	0	118463	113517	0	0	37442	2437	25203	52708	54415	48771	0	31932	7304	18608	19110	20249	0	8135	3447																									0	0	0	0	0	0	0	0	0	0	100412	97203	0	0	0	0	0	0	6232	5860	0	0	0	0	0	0	5724	5722		
290838																																																																																																																																																					0	0	35536	0	0	0	0	2000	1845	0	0	0	0	0	0	120974	119176	0	0	0	885	871	0	0	5870	30260	1940	846	0	980	5871	0	70	228	0	4671	15669	33239	25402																									0	9835	0	9849									0	0	19816	18727	0	0	20504	20365	0	0	0	0	0	0	22033	21988		
290922																																																																																																																																																					35470	35605	18820	0	0	0	0	0	0	0	0	0	0	38403	38614	0	0	0	930	1019	0	0	0	0	21588	6898	14690	15885	930	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
291059																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
291376																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9882	8141	0	0	0	4045	3564	0	0	0	1972	0	516	0	1114	0	0	0	7	0	154	3459	19	900																									0	0	0	0	0	0	7	7	0	0	4691	3613	0	0	0	0	0	0	1099	919	0	0	0	0	0	0	0	0		
291611																																																																																																																																																					0	0	33579	0	0	0	0	32983	32455	0	0	0	0	0	0	98649	94147	0	0	0	16830	15356	0	0	0	800	3158	29404	32322	28464	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
291732																																																																																																																																																					0	0	33695	0	0	0	0	1500	1493	0	0	0	0	612	482	84715	74732	0	612	482	51497	43581	500	463	2274	2190	2274	7524	6867	45584	2027	0	0	2	2	1036	4593	2477	769																									0	0	0	0									0	0	0	0	0	0	2451	2477	0	0	0	0	0	0	0	0		
292234																																																																																																																																																					0	0	65853	0	0	0	0	0	0	0	0	0	0	0	0	91061	68952	0	0	0	84323	62445	0	0	530	0	529	5841	0	10169	51633	0	1	0	0	779	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
292467																																																																																																																																																					0	0	31372	6505	6214	0	0	0	0	0	0	0	0	235	235	69057	64462	0	235	235	2830	2718	0	0	1604	1028	572	6731	354	481	0	0	3	341	1	41597	13587	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
292850																																																																																																																																																					500	468	2627	0	0	0	0	0	0	0	0	0	0	12053	11174	14111	13357	0	2553	2264	0	0	1500	1327	495	0	1995	10425	7644	5346	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
293053																																																																																																																																																					0	0	142524	22967	23038	0	0	0	0	0	0	0	0	0	0	265320	253948	0	0	0	15911	15902	0	0	56912	16169	40744	70545	15591	0	0	0	0	0	0	60544	50355	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
293352																																																																																																																																																					0	0	4182	300	292	0	0	0	0	0	0	0	0	0	0	4920	4803	0	0	0	1655	1639	0	0	1889	199	1687	975	484	0	0	0	3	274	1181	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
293437																																																																																																																																																					0	0	121337	0	0	0	0	250	234	0	0	0	0	0	0	182256	135890	0	0	0	176284	130260	0	0	13	0	0	234	1084	29079	100097	13	79	6	5297	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
