"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDPV23	RCFDPV24	RCFDPV25	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONPV23	RCONPV24	RCONPV25	
132107																																																																																																		0	0	0							4647	3196	0	0	0	0	900	0	1512	0	0	0	0	0	0	0	0	0				75	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3060	0	1905	0	0	0								0	0	0	0	0	0	316	0	0	0	75	0				0	0	1491	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
132451																																																																																																		0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
132778																																																																																																		0	0	0							308	445	0				39	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		308	0	381	0	0	0								0	17	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	8	0	0													0	0	0	
132938																																																																																																		0	0	0							555	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		175	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	322				0	0	233	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
133579																																																																																																		0	0	0	0	0	0	0	0	0	1895	560	71	0	0	0	62	0	7	0	0	0	0	0	0	0	0	0	0	0	0	8	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	490	71	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	346	605	0	0	0	0	0	0	0	0	353	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
133850																																																																																																		0	0	0							4235	6863	317	0	20	0	213	205	0	455	19	109	0	0	0	0	0	0				106	0	1220	20	0	0	0	0	0	0	0	0	0	0	0		1639	15	132	93	45	0								2412	3068	0	0	0	0	370	0	0	0	1245	0				0	0	59	0	0	0	0	0	0	0	0	0		0	0																															29	0	7	13	0	0													0	0	0	
133971																																																																																																		0	0	0							4007	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1374	0	183	0	0	0								0	0	0	0	0	0	0	0	0	0	0	2633				0	0	3028	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
134156																																																																																																		0	0	0							7786	26	0	0	0	0	0	0	1383	0	0	1113	0	0	0	0	0	0				0	0	0	1	0	833	0	0	0	0	0	0	0	0	0		0	0	10	0	0	0								0	0	0	0	0	3415	0	0	0	0	1041	0				0	0	1044	0	0	577	0	0	382	0	0	0		0	0																															15	0	1	0	0	0													0	0	0	
134437																																																																																																		0	0	0							7735	2719	42	62	10	0	911	0	2534	24	0	1035	0	0	0	0	0	0				0	0	46	10	0	62	0	0	0	0	0	0	0	0	0		2914	78	975	42	107	0								0	121	0	0	0	39	269	0	0	0	929	10				59	0	213	0	0	2214	0	0	1697	0	0	0		0	0																															13	0	0	289	0	88													0	0	0	
134455																																																																																																		0	0	0							2544	559	285	0	0	0	122	45	38	0	0	0	0	0	0	0	0	0				0	0	0	78	0	1009	0	0	0	0	0	0	0	0	0		822	0	83	153	0	0								0	0	0	0	0	0	267	4	0	76	127	533				141	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	11	0	5	0	15													0	0	0	
134848																																																																																																		0	0	0							0	309	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	764	0	0	0	0	0	0	0	0	0	0		0	0	225	0	0	0								0	0	0	0	0	0	0	74	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	10	0	0													0	0	0	
135836																																																																																																		0	0	0							2389	514	0				0	0	922	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1311	0	487	0	0	0								0	0	0	0	0	111	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	27	0	45													0	0	0	
135854																																																																																																		0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
136048																																																																																																		0	0	0							730	517	0	287	0	0	100	0	208	0	0	193	0	0	0	0	0	0				132	0	0	0	0	287	0	0	0	0	0	0	0	0	0		0	3	0	0	0	0								0	0	0	0	0	0	183	0	0	0	29	0				0	0	56	0	0	0	0	0	0	0	0	0		0	0																															102	0	10	0	0	0													0	0	0	
136338																																																																																																		0	0	0							1756	1509	0	0	6	0	51	0	2	0	0	0	0	0	0	0	0	0				70	0	242	6	0	0	0	0	0	0	0	0	0	0	0		946	0	1355	0	0	0								0	0	0	0	193	159	0	21	0	0	214	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	6	0	0													0	0	0	
136655																																																																																																		0	0	0							0	480	581	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	375	325	0	0								48	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															48	9	0	9	0	0													0	0	0	
137205																																																																																																		0	0	0							11693	3537	8	2049	679	0	621	2	2475	0	0	292	0	0	0	0	0	0				849	0	482	681	0	2050	0	0	0	15	6	0	0	0	0		4798	51	494	0	3	0								0	56	0	0	0	382	425	340	0	0	670	482				534	0	4680	318	0	0	239	0	0	0	0	0		0	0																															11	0	11	42	0	0													0	0	0	
137447																																																																																																		0	0	0							0	4619	263	0	0	4	106	0	0	6	0	0	0	0	0	0	0	0				0	0	0	0	4	0	0	0	0	0	0	0	0	0	0		0	0	1859	257	0	0								0	0	0	0	0	0	2588	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															47	1	0	13	1	0													0	0	0	
137456																																																																																																		0	0	0							0	96	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	1	0	0													0	0	0	
137559																																																																																																		0	0	0							421	236	6	335	0	0	0	0	61	0	0	0	0	0	0	0	0	0				0	0	0	0	0	335	0	0	0	0	0	0	0	0	0		0	0	186	0	0	0								0	0	0	0	0	0	0	13	0	0	0	25				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															28	0	0	9	6	0													0	0	0	
137643																																																																																																		0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
137652																																																																																																		0	0	0	0	0	0	0	0	0	4913	6778	0	0	0	0	201	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4363	9	4679	0	14	0	0	0			0	0	0	1884	0	0	0	210	0	0	0	0	0	0	0	294	0	498	294	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
137915																																																																																																		0	0	0	0	0	0	0	0	0	193162	16917	0	0	0	0	0	0	15599	0	0	0	6806	0	6981	0	0	0	0	0	0	0	0	0	0	0	19109	0	0	0	0	0	0	0	0	0	0	34417	0	8552	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	1559	0	0	0	112679	0	0	613	0	0	127606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110525	0	0	7280	0	0	0	0	0	9188	0	0	0	0	0	0	0	0	0	0	0	4377	0	0	7280	0	0	0	0	0	0	0	0	9188	0	0	0	
138051																																																																																																		0	0	0							314	10106	675	0	1689	1	1630	0	0	473	522	0	0	0	0	0	0	0				0	0	0	1689	1	0	0	0	0	0	0	0	0	0	0		314	0	1870	88	0	0								0	0	0	0	0	0	4381	0	64	0	0	0				1	522	0	0	0	0	0	0	0	0	0	0		0	0																															47	0	0	16	0	0													0	0	0	
138257																																																																																																		0	0	0							184	93	0	0	0	0	10	0	65	80	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		119	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	3	0	0													0	0	0	
138556																																																																																																		0	0	0							197	1427	229				169	0	33	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		75	0	1094	227	0	0								0	0	0	0	0	0	0	78	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															72	0	2	14	2	87													0	0	0	
139133																																																																																																		0	0	0	0	0	0	0	0	0	278	226	42	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0			0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139478																																																																																																		0	0	0							799	2113	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0				361	0	187	0	0	0	0	0	0	0	0	0	0	0	0		438	124	1734	0	18	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
139553																																																																																																		0	0	0							7036	4891	0	0	0	0	139	0	776	71	0	30	0	0	0	0	0	0				167	0	121	56	0	0	0	0	0	0	0	0	0	0	0		1892	0	3464	0	360	0								0	104	0	0	3867	0	197	0	0	0	258	0				106	0	522	0	0	0	0	0	0	0	0	0		0	0																															193	0	79	140	0	13													0	0	0	
139656																																																																																																		0	0	0	0	0	0	0	0	0	48585	14886	3016	1830	865	8	2475	979	21834	679	1742	3357	0	0	0	0	0	0	0	0	0	899	0	481	865	8	1830	0	0	0	3	4	0	0	0	0	0	5547	1225	3334	234	937	0	0	0			0	0	0	600	148	0	0	0	1348	2675	1524	0	0	2584	9606	0	0	289	242	0	337	1890	865	9379	1418	730	7172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	242	0	0	0	0	0	242	0	0	349	0	400	398	49	373	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	
139740																																																																																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139843																																																																																																		268	0	19	0	0	0	0	0	0	15454	10887	2185	5755	110	0	2629	0	3848	3961	0	3765	0	0	0	0	0	0	0	0	0	504	120	141	110	0	5755	0	0	0	0	0	0	0	0	0	0	865	0	2089	1810	174	0	0	0			0	0	0	0	0	247	0	565	0	49	956	0	0	0	476	0	0	0	0	0	0	0	52	889	0	47	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	8	20	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140157																																																																																																		0	0	0							674	193	403	0	7	0	61	0	0	0	117	0	0	0	0	0	0	0				0	0	0	7	0	0	0	0	0	0	0	0	0	0	0		0	0	13	0	0	0								0	0	0	0	0	0	0	0	0	254	0	674				0	0	0	0	117	0	0	105	0	0	0	0		0	0																															11	0	0	101	32	0													0	0	0	
140362																																																																																																		0	0	0	0	0	0	0	0	0	16985	9985	0	0	0	0	5145	0	2898	0	0	0	0	0	0	0	0	0	0	0	0	4000	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	401	0	0	0	13415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140634																																																																																																		0	0	0							1232	354	0	0	0	0	48	0	8	0	0	61	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		61	0	140	0	0	0								0	0	0	0	0	0	21	0	0	0	1048	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															86	0	0	59	0	54													0	0	0	
141350																																																																																																		0	0	0							63	1406	326	0	1325	282	4	0	63	0	0	0	0	0	0	0	0	0				0	0	0	1325	282	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															61	10	0	16	34	0													0	0	0	
141556	0	0	0	14385	0	12857	0	0	0	61800	18501	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	49	0	201	0	0	14687	6596	358	11300	6368	358	9954	0	0	0	0	0	0	0	0	2351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	447	0	5077							35	0	376														831	0	1338	358	0	0								0	0	0	0	0	24730	1750	497	0	0	8718	8845	0	0	0																0	0	0	0	0	6282	0	0	5077	0	0	0	0	0	977										0	0	0																									
141677																																																																																																		0	0	0							81	416	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		81	0	416	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
141958																																																																																																		0	0	0							172	2620	13				27	0	15	60	0	0	0	0	0	0	0	0				0	0	0	168	0	0	0	0	0	0	0	0	0	0	0		55	18	1204	0	38	0								0	0	0	0	0	0	919	0	0	0	21	0				210	0	0	0	0	0	0	0	0	0	0	0		0	0																															65	13	10	139	0	53													0	0	0	
142049																																																																																																		0	0	0							46	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		26	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	15													0	0	0	
142179																																																																																																		0	0	0							393	377	4				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		393	0	357	0	15	0								0	0	0	0	0	0	0	0	0	0	0	0				158	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	5	4	0													0	0	0	
142955																																																																																																		0	0	0							6277	10178	2566	0	0	0	4631	220	895	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		778	294	745	1923	41	44								3114	340	162	217	4205	84	906	389	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	21	12	0	0													0	0	0	
143372																																																																																																		0	0	0							2752	1394	0				33	0	24	100	0	0	0	0	0	0	0	0				63	0	80	0	0	0	0	0	0	0	0	0	0	0	0		0	0	487	0	0	0								474	25	0	0	0	0	52	117	0	0	2563	10				16	0	2563	0	0	0	0	0	0	0	0	0		0	0																															33	0	71	10	0	4													0	0	0	
143662																																																																																																		1718	271	1086	0	0	0	0	0	0	120263	87305	77503	22341	2743	0	39481	4205	41227	1622	0	470	0	0	0	0	0	0	0	0	0	13345	7729	0	3082	0	22341	0	0	0	0	0	0	0	0	0	0	1280	478	14547	62872	450	0	1616	732			0	0	0	0	0	2015	0	0	424	1843	10278	0	0	15248	37709	3694	12345	269	11508	12433	34955	14621	35360	41225	13378	33336	36370	0	2024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3411	0	0	1305	5827	88	8700	0	0	0	1987	0	21270	0	0	0	1987	0	21270	121	6	0	818	405	0	5827	88	8700	0	0	0	0	0	0	0	0	0	0	0	0	
143859																																																																																																		0	0	0							2878	222	0	0	0	0	4	0	2343	0	0	0	0	0	0	0	0	0				0	0	0	218	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	535	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
143952																																																																																																		0	0	0							1765	226	5	0	0	0	0	0	0	0	5	124	0	0	0	0	0	0				0	0	0	25	0	649	0	0	0	0	0	0	0	0	0		0	0	183	0	0	0								0	0	0	0	0	0	0	0	0	0	0	992				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															18	0	0	0	0	0													0	0	0	
144052																																																																																																		0	0	0							169	766	22	0	19	0	171	0	0	178	0	0	0	0	0	0	0	0				22	0	0	19	0	0	0	0	0	0	0	0	0	0	0		169	0	259	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															93	22	0	24	0	0													0	0	0	
144155																																																																																																		0	0	0	0	0	0	0	0	0	240	1569	8	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	298	0	0	0	0	0			0	0	0	0	0	0	0	0	0	630	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144678																																																																																																		0	0	0							1833	2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				39	0	103	0	0	0	0	0	0	20	0	0	0	0	0		1728	0	1972	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				103	0	325	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	8	0	2													0	0	0	
144856																																																																																																		0	0	0							0	1042	83	0	0	0	0	0	0	0	0	0	888	0	0	0	0	0				74	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	80	83	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
144913																																																																																																		0	0	0							112	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333				92	0	0	0	0	0	0	0	0	0	0	0	0	0	0		104	0	0	0	0	0								0	0	0	0	0	0	139	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															388	0	8	24	0	0													0	0	0	
145059																																																																																																		0	0	0							155	718	0				0	0	8	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		23	0	718	0	0	0								0	0	0	0	0	0	0	0	0	0	124	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
145545																																																																																																		0	0	0							6939	3820	421	0	0	0	0	0	1365	364	0	0	0	0	27	0	0	0				177	0	66	29	0	0	0	0	0	0	0	0	0	0	0		714	0	1347	421	0	0								0	197	0	0	0	3238	1679	0	0	0	1305	147				0	0	2022	0	0	0	0	0	0	0	0	0		0	0																															27	0	77	0	0	0													0	0	0	
145554																																																																																																		0	0	0							1468	253	0				0	0	639	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		109	211	253	0	0	0								0	0	0	0	391	27	0	0	0	0	91	0				0	0	730	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
145741																																																																																																		0	0	0							0	372	5	0	13	0	0	0	0	182	0	0	0	0	0	0	0	0				0	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	43	0	0	0								0	0	0	0	0	0	0	87	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															46	5	0	0	0	0													0	0	0	
145844																																																																																																		0	0	0							2780	498	0	967	0	0	0	0	452	192	0	0	0	0	0	0	0	0				60	0	7	0	0	967	0	0	0	0	0	0	0	0	0		1179	0	100	0	0	0								0	0	0	0	0	0	108	0	0	0	158	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															29	0	15	9	0	2													0	0	0	
146056																																																																																																		0	0	0							2688	1836	0	498	1825	0	0	0	0	0	0	2144	0	0	0	0	0	0				0	0	0	1825	0	498	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	46	0				0	0	0	0	0	828	0	0	787	0	0	0		0	0																															11	0	0	0	0	0													0	0	0	
146663																																																																																																		0	0	0							148	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				98	0	0	1	0	0	0	0	0	0	0	0	0	0	0		139	0	434	0	0	0								0	18	0	0	0	0	0	0	0	0	0	0				0	0	61	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	31	0	9													0	0	0	
147651																																																																																																		0	0	0							205	958	0	0	20	0	53	0	16	0	0	189	0	0	0	0	0	0				168	0	0	20	0	0	0	0	0	0	0	0	0	0	0		0	0	198	0	0	0								0	0	0	0	0	0	485	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	34	0	0													0	0	0	
147679																																																																																																		0	0	0							378	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				477	0	98	0	0	0	0	0	0	0	0	0	0	0	0		0	0	96	0	0	0								0	0	0	0	0	0	0	0	0	0	48	232				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
147857																																																																																																		0	0	0	0	0	0	0	0	0	561	910	0	0	0	0	43	0	6	18	0	0	0	0	0	0	0	0	0	0	0	10	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	700	0	0	0	546	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147923																																																																																																		0	0	0							0	4702	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0				477	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	108	0	50	0								0	0	0	0	0	0	3750	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
148171																																																																																																		0	0	0							856	614	1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				122	120	5	0	0	0	0	0	0	0	0	0	0	0	0		806	0	348	1047	119	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	148	0	0	148	0	0	0		0	0																															25	12	45	0	0	0													0	0	0	
148238																																																																																																		0	0	0							694	7778	0	185	49	0	1095	0	174	489	0	232	0	0	0	0	0	0				0	0	0	49	0	185	0	0	0	0	0	0	0	0	0		37	0	1888	0	0	0								328	304	0	0	0	59	3483	0	0	0	7	0				3788	0	162	0	0	0	0	0	0	0	0	0		0	0																															142	0	0	0	0	0													0	0	0	
148340																																																																																																		0	0	0							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	1	0	0													0	0	0	
