"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
594451																																																																																																																																		1058335	10384	0	0	807552																																																																												807552																															
594853																																																																																																																																		1529307	12234	0	0	1139339																																																																												1139339																															
594938																																																																																																																																		637606	3705	0	0	424090																																																																												424090																															
594947																																																																																																																																		4417530	44501	0	0	3756880	124237	88387	35850	0	106823	104428	2395	0	0	26269	125230	8887	15174	6	0	6	0	0	0	0	0	0	430348	12153	9742	0	192737	231305	282034	762385	2921779	8430	8430	0	0	0	8430	3474	1737	0	0	0	1737	0	0	0	0	0	0	0	0	0	0	0	0	2171	2171	0	0	2171	0	356603	178302	0	0	0	178302	231305	282034	764556	3195856	0	56407	382278	3195856	3756880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
595270																																																																																																																																		41161881	228548	0	8962	20289020	597595	496225	101369	0	0	0	0	0	0	5679857	248916	11855	3000	0	0	0	0	0	0	0	0	0	2172894	25271	1168468	13629	568192	6253359	17733582	4940050	11805644	181614	181614	0	0	0	181614	23786	11893	0	0	0	11893	0	0	0	0	0	0	0	0	0	0	0	0	2404	2404	0	0	0	2404	2256227	1128114	0	0	0	1128113	6253359	17823918	4940050	13410284	0	3564784	2470025	13410284	20280058	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
595337																																																																																																																																		157679	2019																																																																																																														
595430																																																																																																																																		2391006	8601	0	0	1991639	88963	81829	7134	0	153798	0	148177	595	5039	1481	159661	11912	8000	5	0	5	0	1198	0	0	0	0	153926	3325	4636	0	89577	92042	336414	224665	1701406	6871	6871	300	0	0	6571	379	190	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157188	78594	0	0	506	75825	92345	337534	225305	1805308	0	67507	112653	1805308	1991639	1264	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
595869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180824	137167	321	0	0	0	0	167483	0	0	0	0	0	0	0	0	0	0	0	0	0	508905	101781	3846	0	0	97935	0	7	0	0	41044	0	0	0	41044	0	0	0	0	0	0	0	0	0	0	0	0	0	304657	321	0	0	0	0	0	0	0	0	0	456986	803	0	0	0	0	0	0	19451610	0	231851	1176141	227975	225990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
595944																																																																																																																																		90391	799																																																																																																														
596062																																																																																																																																		1349083	14461	0	3727	919984																																																																												916257																															
596156																																																																																																																																		674058	6661	0	0	548675	20767	11971	8796	0	0	0	0	0	0	17561	62891	0	0	0	0	0	0	0	0	0	0	0	17049	85	1280	260	15369	36997	81990	90447	453098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6062	3031	0	0	745	2286	36997	81990	91192	455506	0	16398	45596	455506	548675	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
596277																																																																																																																																		23323	207	0	0	16611																																																																												16611																															
596455																																																																																																																																		274889	2049	0	52	173671																																																																												173619																															
596978																																																																																																																																		245523	1789																																																																																																														
597041																																																																																																																																		196173	905	0	0	133280																																																																												133280																															
597313																																																																																																																																		628424	5051																																																																																																														
597452																																																																																																																																		335225	3875																																																																																																														
597546																																																																																																																																		532783	4069	0	0	396305																																																																												396305																															
597658																																																																																																																																		158507	1916																																																																																																														
598002																																																																																																																																		819437	5929	0	0	532084	56915	53040	3875	0	0	0	0	0	0	28347	113957	0	2500	645	0	645	0	0	0	0	0	0	25459	128	1269	977	23082	81515	120026	311245	315779	127	127	0	0	0	127	44	22	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40982	20491	0	0	406	19560	81515	120026	312731	337377	0	24005	156366	337377	532084	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
598048																																																																																																																																		689520	7013																																																																																																														
598132																																																																																																																																		65202	787	0	288	41966																																																																												41678																															
598543																																																																																																																																		105001	787	0	0	78771																																																																												78771																															
599643																																																																																																																																		254611	1690	0	0	210530																																																																												210530																															
599764																																																																																																																																		5534230	39281	0	0	4114346	151919	115212	36707	0	0	0	0	0	0	101952	1754569	32666	161825	0	0	0	0	0	0	0	0	0	286953	4153	24662	0	131478	230427	2031794	600963	2780088	13711	13711	0	0	0	13711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578700	289350	0	0	20687	259533	231065	2032794	630685	3082608	0	406559	315343	3082608	4114346	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
600419																																																																																																																																		1933156	10776	0	0	1706433																																																																												1706433																															
601032																																																																																																																																		40561	207																																																																																																														
601041																																																																																																																																		107482	1483	0	535	75876	2690	1704	986	0	0	0	0	0	0	18632	0	0	0	3526	0	3526	0	0	0	0	0	0	1856	0	97	0	1759	20336	4609	21799	62059	53	53	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1399	700	0	0	0	700	20336	4609	21799	63779	0	922	10900	63779	75341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601050																																																																																																																																		32080679	175671	0	0	23606309	2963059	2571586	391042	24	0	0	0	0	0	3690883	3532889	403888	196141	0	0	0	0	56741	13081	2422	40580	199	1560522	53798	18787	3882	1263005	6337899	4086270	3599054	15917395	407696	407696	0	8867	0	398829	235883	117942	0	1458	0	116484	1765	353	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	6091277	3045639	784	896	235760	2808199	6339557	4199903	3843128	20283314	0	839981	1921564	20283314	23606309	50078	850000	850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601153																																																																																																																																		162942	1728	0	0	146909																																																																												146909																															
601416																																																																																																																																		6250000	47292	0	0	5211526	179343	117503	61840	0	87625	19296	52104	16307	0	340666	585150	0	36641	0	0	0	0	27577	0	0	0	27577	486480	9212	9743	0	289935	496652	725812	741009	4138868	11050	11050	0	0	0	11050	10785	5393	0	0	0	5393	0	0	0	0	0	0	0	0	0	0	0	0	4238	4238	0	0	0	4238	546523	273262	0	0	0	273262	496652	758431	741009	4511383	0	151686	370505	4511383	5211526	30319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601443																																																																																																																																		404026	4679																																																																																																														
601658																																																																																																																																		1046640	9472	0	0	870161																																																																												870161																															
602543																																																																																																																																		463899	2824																																																																																																														
602842																																																																																																																																		18082	117	0	0	12013																																																																												12013																															
603232																																																																																																																																		71114	928																																																																																																														
603540																																																																																																																																		100958	1210	0	338	73336																																																																												72998																															
603559																																																																																																																																		42017	425																																																																																																														
603755																																																																																																																																		58516	527																																																																																																														
604024																																																																																																																																		805945	4808	0	0	454779																																																																												454779																															
604033																																																																																																																																		24589	91																																																																																																														
604547																																																																																																																																		265198	3479	0	633	231891																																																																												231258																															
604640																																																																																																																																		165707	576	0	0	102172	35691	34227	1464	0	0	0	0	0	0	3067	6764	0	0	0	0	0	0	0	0	0	0	0	9211	0	190	0	5412	37294	8418	48622	68338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37294	8418	48622	71702	0	1684	24311	71702	102172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
605571																																																																																																																																		157154	243																																																																																																														
605610																																																																																																																																		281078	2305	0	140	179989																																																																												179849																															
605656																																																																																																																																		476357	4733	0	260	371518	9306	5656	3650	0	0	0	0	0	0	11465	79300	8816	635	0	0	0	0	0	0	0	0	0	25470	0	1151	423	22976	18671	84101	117095	242029	293	293	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17370	8685	0	0	0	8685	18671	84101	117095	264790	0	16820	58548	264790	371258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
606046																																																																																																																																		53282352	496199	0	0	41462473	1887008	1517973	369035	0	0	0	0	0	0	1978156	8068151	130191	43554	2165	0	2165	0	31514	0	0	0	0	5157405	106619	149862	395	2888266	3678907	9181250	10330392	28478835	334999	334999	0	13993	0	321006	70909	35455	0	14268	0	21187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7283383	3641692	0	0	0	3505377	3680141	9209511	10330392	32639011	0	1841902	5165196	32639011	41462473	37932	0	0	73676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
606176																																																																																																																																		1097229	10892	0	2109	790711																																																																												788602																															
606653																																																																																																																																		1328487	13367	0	0	1176147																																																																												1176147																															
607146																																																																																																																																		548104	4763																																																																																																														
608358																																																																																																																																		93699	714																																																																																																														
608844																																																																																																																																		573820	3612	0	0	306885																																																																												306885																															
609010																																																																																																																																		410133	4122	0	572	289804																																																																												289232																															
609467																																																																																																																																		186789	2809																																																																																																														
609476																																																																																																																																		556693	2398																																																																																																														
609609																																																																																																																																		757033	5143	0	0	444510																																																																												444510																															
609832																																																																																																																																		302376	1371	0	0	209827																																																																												209827																															
610128																																																																																																																																		649766	3750																																																																																																														
610164																																																																																																																																		504489	3345	0	0	377720																																																																												377720																															
610539																																																																																																																																		88361	601	0	0	53061	13015	9363	3652	0	0	0	0	0	0	10462	14113	3680	0	0	0	0	0	0	0	0	0	0	2221	69	146	38	1968	19894	17911	12388	40513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19894	17911	12388	42044	0	3582	6194	42044	53061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
610557																																																																																																																																		308291	2722																																																																																																														
610913																																																																																																																																		361143	2537																																																																																																														
611031																																																																																																																																		270980	2894																																																																																																														
612159																																																																																																																																		467990	5089	0	600	359084																																																																												358484																															
612878																																																																																																																																		126074	1049	0	65	78751																																																																												78686																															
613008																																																																																																																																		24993348	190476	0	0	18734662	911597	636671	274926	0	1357617	316383	1041234	0	0	601222	1259609	136368	15788	0	0	0	0	68371	293	0	0	1430	2413955	2570	51605	1233	1113596	1559092	2731766	5361646	14121458	39989	39989	13371	26618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1763223	881612	0	4165	0	872782	1572463	2814078	5361646	15103217	0	562816	2680823	15103217	18734662	37086	0	0	0	0	0	0	0	0	0	0	0	0	415	2888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
613156																																																																																																																																		562903	3392	0	0	345231																																																																												345231																															
613343																																																																																																																																		1842408	15441	0	0	1448471																																																																												1448471																															
613400																																																																																																																																		4348690	17952	0	0	3358221	47792	22885	24907	0	0	0	0	0	0	150242	206261	95157	79915	5	0	5	0	0	0	0	0	0	310547	0	12696	0	228335	173130	294048	1564541	2193267	853	853	0	0	0	853	4145	2073	0	0	0	2073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259689	129845	0	0	0	110602	214691	294048	1564541	2344807	0	58810	782271	2344807	3358221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
613558																																																																																																																																		1206726	10135	0	0	1021707																																																																												1021707																															
613679																																																																																																																																		608560	4864	0	0	420434	23683	19971	3712	0	0	0	0	0	0	6589	69354	15846	5359	0	0	0	0	0	0	0	0	0	46680	0	5711	1275	31547	42245	84034	231793	254470	1842	1842	0	0	0	1842	263	132	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28031	14016	0	0	9475	4541	42245	84034	241369	267729	0	16807	120685	267729	420434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
613839																																																																																																																																		413476	3553																																																																																																														
613950																																																																																																																																		4329382	26949	26130	2311	2090376																																																																												2061935																															
613978																																																																																																																																		162470	1200																																																																																																														
614256																																																																																																																																		96666	504	0	0	52845																																																																												52845																															
614313																																																																																																																																		1487552	15943	0	2176	1219306	83150	68534	14616	0	0	0	0	0	0	49049	156007	567	17200	0	0	0	0	0	0	0	0	0	111866	2264	3830	951	62052	119847	197603	194276	972018	0	0	0	0	0	0	944	472	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62665	31333	0	644	0	29949	119847	200551	194402	1030856	0	40110	97201	1030856	1217130	1654	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
614368																																																																																																																																		975619	8312																																																																																																														
614751																																																																																																																																		268696	3400	0	1310	167175	29862	28229	1633	0	0	0	0	0	0	941	66145	3193	0	0	0	0	0	0	0	0	0	0	12507	4	1393	454	9714	29174	72320	58104	116666	109	109	0	0	0	109	206	103	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10929	5465	0	0	0	5464	29174	72320	58104	122342	0	14464	29052	122342	165865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
614948																																																																																																																																		303476	1831																																																																																																														
615217																																																																																																																																		1113337	9056	0	0	1017613																																																																												1017613																															
615253																																																																																																																																		173235	1783																																																																																																														
615851																																																																																																																																		234620	2551	0	0	237171																																																																												237171																															
615879																																																																																																																																		129934	1500	0	326	95321																																																																												94995																															
615954																																																																																																																																		1026682	11223	0	2140	841732																																																																												839592																															
616036																																																																																																																																		656973	14433																																																																																																														
616540																																																																																																																																		183757	2210	0	309	154544																																																																												154235																															
617079																																																																																																																																		56193	391	0	1	34254																																																																												34253																															
617145																																																																																																																																		215359	1804																																																																																																														
617275																																																																																																																																		72481	680																																																																																																														
617743																																																																																																																																		276425	4350																																																																																																														
618647																																																																																																																																		68568	618																																																																																																														
618740																																																																																																																																		811924	8397	0	296	659360																																																																												659064																															
618777																																																																																																																																		58485	239																																																																																																														
618807																																																																																																																																		8426346	76000	0	1154	6469793	42270	23675	18595	0	1111155	30780	1080375	0	0	10189	422587	0	212	0	0	0	0	0	0	0	0	0	408476	0	69665	6715	214510	64657	1591222	2267008	4461291	5462	5462	0	0	0	5462	1214	607	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	928406	464203	0	0	0	464203	64657	1653290	2299341	4931563	0	330658	1149671	4931563	6468639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
619701																																																																																																																																		2781724	24284	0	0	2141908																																																																												2141908																															
619859																																																																																																																																		211248	1255	0	0	160572																																																																												160572																															
619877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6001000	360000	690000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62159000	0	0	0	0	0	0	0	0	150000	0	150000	0	0	0	0	0	150000	0	0	360000	690000	0	0	0	0	0	0	3000	0	0	540000	1725000	0	0	0	0	0	0	57011000	0	997000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000	6900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
621151																																																																																																																																		116208	772																																																																																																														
621357																																																																																																																																		485362	5567																																																																																																														
621441																																																																																																																																		311561	2833	0	65	222453																																																																												222388																															
622037																																																																																																																																		597969	7411	0	1548	489819																																																																												488271																															
622774																																																																																																																																		2059593	43333																																																																																																														
623052																																																																																																																																		427784	1818	0	108	138820																																																																												138712																															
623454																																																																																																																																		583613	4210	0	396	317170																																																																												316774																															
623548																																																																																																																																		233998	1454	0	0	156261																																																																												156261																															
623874																																																																																																																																		293693	1411																																																																																																														
624246																																																																																																																																		530190	5197	0	0	455564																																																																												455564																															
624648																																																																																																																																		206038	2261																																																																																																														
624778																																																																																																																																		1001021	1559	0	0	485569																																																																												485569																															
624956																																																																																																																																		198344	2274	0	583	135279																																																																												134696																															
625056																																																																																																																																		85951	645	0	100	43636																																																																												43536																															
625065																																																																																																																																		447976	3330	0	0	348878																																																																												348878																															
625159																																																																																																																																		736500	2817	0	0	277963	7471	3551	3920	0	175	0	0	0	175	106862	391488	0	2697	63250	0	63250	0	0	0	0	0	0	33466	0	1827	0	18584	133670	460485	5041	140193	490	490	0	340	0	150	845	423	0	268	0	155	158	32	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	14101	7051	0	0	0	7051	133670	461277	5041	159373	0	92255	2521	159373	277963	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
625654																																																																																																																																		2234069	17870	0	0	1721178	174655	126711	47944	0	438818	77012	383011	0	0	4976	44584	2285	0	890	0	890	0	155	0	155	0	0	77151	1785	3798	0	56471	211578	486323	279741	1259096	19478	19478	0	0	0	19478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201546	100773	0	0	2644	98130	254739	486323	283396	1440376	0	97265	141698	1440376	1721178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
625757																																																																																																																																		327281	1859	0	0	175615																																																																												175615																															
625850																																																																																																																																		350241	3976																																																																																																														
625953																																																																																																																																		154943	754	0	0	68759																																																																												68759																															
626101																																																																																																																																		1673706	17898																																																																																																														
627108																																																																																																																																		1030856	6173	0	0	764959																																																																												764959																															
627854																																																																																																																																		364023	2064																																																																																																														
628039																																																																																																																																		144880	2072	0	1342	60468																																																																												59126																															
628123																																																																																																																																		351677	2568	0	0	244338	10700	9512	1188	0	0	0	0	0	0	3510	79348	41024	2574	1528	0	1528	0	0	0	0	0	0	22556	0	0	0	17801	13022	82064	126935	149473	632	632	0	0	0	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1403	1403	0	0	1403	0	16044	8022	0	0	0	8022	13022	82064	128338	158346	0	16413	64169	158346	244338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
628356																																																																																																																																		348658	2233	0	0	238444																																																																												238444																															
628552																																																																																																																																		381327	2499	0	0	296000	26269	23120	3149	0	0	0	0	0	0	8461	23733	11298	955	2000	0	2000	0	0	0	0	0	0	18170	0	1153	0	15771	32672	32063	72811	244453	245	245	0	0	0	245	170	85	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2900	1450	0	0	0	1450	32672	32586	72811	249337	0	6517	36406	249337	296000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
629148																																																																																																																																		192461	840	0	0	74511																																																																												74511																															
629353																																																																																																																																		820538	5276	0	0	502692																																																																												502692																															
629522																																																																																																																																		207443	1721																																																																																																														
629746																																																																																																																																		205655	1583	0	0	147268	6711	4002	2709	0	11925	6	6951	4968	0	997	36747	6526	0	0	0	0	0	0	0	0	0	0	7339	9	813	70	5787	5247	47935	59682	95146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15511	7756	0	0	0	7756	5247	47935	59682	105141	0	9587	29841	105141	147268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630041																																																																																																																																		32247	172	0	0	17838																																																																												17838																															
630340																																																																																																																																		96388	918																																																																																																														
630555																																																																																																																																		626897	6603	0	1429	457112																																																																												455683																															
630658																																																																																																																																		458555	3106	0	836	193147																																																																												192311																															
631039																																																																																																																																		324134	2012	0	0	239823																																																																												239823																															
631150																																																																																																																																		386137	3227	0	0	279449																																																																												279449																															
631178																																																																																																																																		375534	2809	0	0	288086	30051	6147	23904	0	0	0	0	0	0	12893	27064	1600	81	0	0	0	0	0	0	0	0	0	11739	0	434	10	9703	19040	51402	102519	205122	0	0	0	0	0	0	0	0	0	0	0	0	244	49	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	27464	13732	0	0	0	13732	19040	51402	102519	224550	0	10280	51260	224550	288086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631422																																																																																																																																		1909799	9072	0	0	1006392	158965	133471	25494	0	435659	5795	426279	3585	0	51516	397302	0	0	0	0	0	0	0	0	0	0	0	46497	646	3969	758	40795	205938	853044	218023	572396	426	426	0	0	0	426	13232	6616	0	0	0	6616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54764	27382	0	0	0	27382	291491	853044	218023	617244	0	170609	109012	617244	1006392	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631570																																																																																																																																		1230789	5780	0	0	641808																																																																												641808																															
632410																																																																																																																																		900105	6163	0	446	494847	11933	5133	6800	0	0	0	0	0	0	85708	241204	61765	500	39809	0	39809	0	0	0	0	0	0	43897	240	5205	0	23447	126552	293018	189190	321041	2451	2451	0	0	0	2451	794	397	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126552	293018	199748	332583	0	58604	99874	332583	494401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632607																																																																																																																																		1423013	8567	0	0	897956																																																																												897956																															
632858																																																																																																																																		580146	6080																																																																																																														
633378																																																																																																																																		7633562	45060	0	0	4843253	117064	98667	18397	0	116681	0	116681	0	0	152980	429606	0	144547	0	0	0	0	0	0	0	0	0	654626	380	63302	4598	458041	254120	627986	3727444	2592738	0	0	0	0	0	0	595	298	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91697	45849	0	0	0	45849	254120	641717	3727444	2682398	0	128343	1863722	2682398	4843253	5106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633640																																																																																																																																		234515	2165																																																																																																														
