"IDRSSD"	RCFDA345	RCFDA346	RCFDB867	RCFDB868	RCFDB869	RCFDB870	RCFDB871	RCFDB872	RCFDB873	RCFDB874	RCFDB875	RCFDB876	RCFDB877	RCFDB878	RCFDB879	RCFDB880	RCFDB881	RCFDB882	RCFDB883	RCFDB884	RCFDB885	RCFDB886	RCFDB888	RCFDB890	RCFDB891	RCFDB892	RCFDB893	RCFDB894	RCFDB895	RCFDB896	RCFDB897	RCFDB898	RCFDB899	RCFDB927	RCFDB928	RCFDB929	RCFDB931	RCFDB932	RCFDB933	RCFDB934	RCFDB935	RCFDB936	RCFDB937	RCFDB938	RCFDB939	RCFDB940	RCFDB941	RCFDB942	RCFDB943	RCFDB944	RCFDB945	RCFDB946	RCFDC001	RCFDC002	RCFDJ253	RCFDJ254	RCFDJ255	RCFDJ256	RCFDJ257	RCFDJ258	RCFDJ259	RCFDJ260	RCFDJ261	RCFDJ262	RCFDJ263	RCFDJ264	RCFDJ265	RCFDJ266	RCFDJ267	RCFDJ268	RCFDJ269	RCFDJ270	RCFDJ271	RCFDJ272	RCFDJ273	RCFDJ274	RCFDJ275	RCFDJ276	RCFDJ277	RCFDJ278	RCFDJ279	RCFDJ280	RCFDJ281	RCFDJ282	RCFDJ283	RCFDJ284	RCFDJ285	RCFDJ286	RCFDJ287	RCFDJ288	RCFDJ289	RCFDJ290	RCFDJ291	RCFDJ292	RCFDJ293	RCFDJ294	RCFDJ295	RCFDJ296	RCFDJ297	RCFDJ298	RCFDJ299	RCFDJ300	RCFDJ301	RCFDJ302	RCFDJ303	RCFDJ304	RCFDJ305	RCFDJ306	RCFDJ307	RCFDJ308	RCFDJ309	RCFDJ310	RCFDJ311	RCFDJ312	RCFDJ313	RCFDJ314	RCFNB900	RCFNB901	RCFNB902	RCFNB903	RCONA345	RCONA346	RCONB867	RCONB868	RCONB869	RCONB870	RCONB871	RCONB872	RCONB873	RCONB874	RCONB875	RCONB876	RCONB877	RCONB878	RCONB879	RCONB880	RCONB881	RCONB882	RCONB883	RCONB884	RCONB885	RCONB886	RCONB888	RCONB890	RCONB891	RCONB892	RCONB893	RCONB894	RCONB895	RCONB896	RCONB897	RCONB898	RCONB899	RCONB927	RCONB928	RCONB929	RCONB931	RCONB932	RCONB933	RCONB934	RCONB935	RCONB936	RCONB937	RCONB938	RCONB939	RCONB940	RCONB941	RCONB942	RCONB943	RCONB944	RCONB945	RCONB946	RCONC001	RCONC002	RCONJ253	RCONJ254	RCONJ255	RCONJ256	RCONJ257	RCONJ258	RCONJ259	RCONJ260	RCONJ261	RCONJ262	RCONJ263	RCONJ264	RCONJ265	RCONJ266	RCONJ267	RCONJ268	RCONJ269	RCONJ270	RCONJ271	RCONJ272	RCONJ273	RCONJ274	RCONJ275	RCONJ276	RCONJ277	RCONJ278	RCONJ279	RCONJ280	RCONJ281	RCONJ282	RCONJ283	RCONJ284	RCONJ285	RCONJ286	RCONJ287	RCONJ288	RCONJ289	RCONJ290	RCONJ291	RCONJ292	RCONJ293	RCONJ294	RCONJ295	RCONJ296	RCONJ297	RCONJ298	RCONJ299	RCONJ300	RCONJ301	RCONJ302	RCONJ303	RCONJ304	RCONJ305	RCONJ306	RCONJ307	RCONJ308	RCONJ309	RCONJ310	RCONJ311	RCONJ312	RCONJ313	RCONJ314	RIAD4070	RIADA479	RIADA480	RIADA488	
697950																																																																																																																									true	false	false																																																																																																																		0				
698144																																																																																																																									true	false	false																																																																																																																		0				
698546																																																																																																																									false	false	false																																																																																																																		0				
698649																																																																																																																									true	true	true	7844	2995	9	13	4961	153370	2	7	0	2457	0	1	9455	25405	33	400	0	0	0	0	0	0	0	0	24151	210474	48	425	27360	106	0	0	0															0	0	0	0	26247	4	1891	0	4	0	9455	25405	33	400	0	0	0	99	199	969	0	0	296	0	0	0	225	433	81	3190	9790	499	784	3447	46	0	0	0	0	0	0	113	0	0	0	0	0	0	494	0	0	0	0	3353	53	0	80	0	0	7844	14416	1891	0	0	0	0	808				
699105																																																																																																																									true	true	true	36925	0	72	0	0	0	0	0	0	0	0	0	17337	0	76	0	0	0	40984	98	2639	0	5	0	104580	0	259	0	2220	5	0	0	0															0	0	0	0	0	0	6695	0	8	0	17337	0	76	0	39	0	0	0	0	0	75	25	0	678	50	0	10666	2125	2708	13254	3587	1544	24776	7937	1728	0	0	0	0	0	0	158	0	0	0	0	0	25718	3486	3235	127	0	0	2077	0	0	343	127	119	77911	17337	9334	0	0	0	0	1389				
699253																																																																																																																									false	false	false																																																																																																																		0				
700140																																																																																																																									true	false	false																																																																																																																		0				
700252																																																																																																																									false	false	false																																																																																																																		0				
700430																																																																																																																									false	false	false																																																																																																																		0				
700458																																																																																																																									false	false	false																																																																																																																		0				
701062																																																																																																																									true	true	true	141166	1299	72	2	0	0	0	0	0	12333	0	1	37684	2806	95	4	0	0	300959	182	3023	0	3	0	512331	16438	354	7	2150895	237	0	0	0															0	0	0	0	0	0	29499	0	2	0	35729	944	92	2	254	0	-2309	0	0	0	43748	5	0	34445	0	0	84040	2634	7012	13714	0	0	188945	33510	26193	0	0	0	0	0	0	6918	0	0	13	0	0	53823	1513	0	0	0	0	8413	0	1626	7812	22	0	442125	37684	32522	0	0	0	0	5851	0	62	0	
701222																																																																																																																									false	false	false																																																																																																																		0				
701839																																																																																																																									true	true	true	154414	0	130	0	0	0	0	0	0	0	0	0	49071	242	105	3	0	0	214960	161	0	0	0	0	418445	242	396	3	35077	19	0	0	0															0	0	0	0	0	0	0	0	0	0	49071	242	105	3	74	26	0	24724	3849	0	2796	902	0	9903	0	0	0	0	0	0	0	0	65621	21968	0	0	0	0	0	0	0	6210	1337	0	0	0	0	249568	20989	0	199	0	0	6488	0	0	3793	0	0	369376	49071	0	0	0	0	0	3338	0	0	0	
701857																																																																																																																									false	false	false																																																																																																																		0				
702117																																																																																																																									true	true	true	1160548	85490	1233	5	37284	1917599	59	214	217834	168453	7	2	237000	57814	600	121	0	0	1696088	1005	0	0	0	0	3512388	2247011	2980	354	3028368	379	0	0	0															0	0	0	0	17655	12	163634	0	76	0	236980	30492	599	72	0	16	0	4816	125	149	146385	2569	94	16165	0	50	341632	19409	3719	763654	200254	51957	563921	210467	42694	2031	0	0	0	0	0	23144	3614	5633	0	0	0	960271	55664	57378	4125	0	0	8665	0	1683	21827	0	277	2856636	492118	163634	0	0	0	0	28153	3	0	6	
702612																																																																																																																									false	false	false																																																																																																																		0				
702836																																																																																																																									false	false	false																																																																																																																		0				
702911																																																																																																																									false	false	false																																																																																																																		0				
703039																																																																																																																									false	false	false																																																																																																																		0				
703552																																																																																																																									true	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11325643	50905	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13073	0	0	0	
703767																																																																																																																									false	false	false																																																																																																																		0				
705378																																																																																																																									false	false	false																																																																																																																		0				
705556																																																																																																																									false	false	false																																																																																																																		0				
706030																																																																																																																									false	false	false																																																																																																																		0				
706058																																																																																																																									false	false	false																																																																																																																		0				
706236																																																																																																																									false	false	false																																																																																																																		0				
706254																																																																																																																									false	false	false																																																																																																																		0				
706450																																																																																																																									false	false	false																																																																																																																		0				
706656																																																																																																																									false	false	false																																																																																																																		0				
707354																																																																																																																									false	false	false																																																																																																																		0				
708379																																																																																																																									false	false	false																																																																																																																		0				
709143																																																																																																																									true	true	true	67567	21744	66	27	0	0	0	0	0	0	0	0	7027	8817	44	45	328	2	7960	18	0	0	0	0	82882	151522	129	85	2702	10	0	0	0															0	0	1	1	120959	12	0	0	0	0	0	0	0	0	26	-8	0	6273	1246	39	0	0	0	104	0	0	421	5	0	0	0	0	7320	2864	103	0	0	0	0	0	0	76	0	0	0	0	0	13612	2919	186	45	0	0	47644	0	0	7	0	0	75528	7026	328	0	0	0	0	529				
709451																																																																																																																									true	true	true	5917	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5917	0	6	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2828	0	0	3088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5916	0	0	0	0	0	0	40				
709554																																																																																																																									true	false	false																																																																																																																		0				
709602																																																																																																																									false	false	false																																																																																																																		0				
709639																																																																																																																									false	false	false																																																																																																																		0				
709956																																																																																																																									false	false	false																																																																																																																		0				
710176																																																																																																																									false	false	false																																																																																																																		0				
710859																																																																																																																									true	true	true	1633	0	6	0	6581	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8214	0	7	0	548	3	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	0	0	0	0	0	1039	0	0	0	0	0	0	0	0	0	6581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	1633	6581	0	0	0	0	0	6				
711472	true	true	true	0	5477	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	753109	0	0	0	0	0	0	0	758586	0	113	375289	51	27	2330055	0															0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																					3530	3157	0	0	
711520																																																																																																																									false	false	false																																																																																																																		0				
711548																																																																																																																									false	false	false																																																																																																																		0				
711753																																																																																																																									false	false	false																																																																																																																		0				
711801																																																																																																																									true	true	true	96732	5376	89	9	1623	3	1	2	0	0	0	0	124063	5279	366	22	9495	0	260365	340	0	0	0	0	492278	11341	797	42	161502	18	0	0	0															0	0	1	0	683	9	0	0	0	0	124063	5279	366	22	7	0	0	0	0	0	10218	1202	2213	4076	35	0	51746	13868	1967	1184	2091	0	669	349	0	0	0	0	0	0	0	56838	27156	5315	1528	180	0	225381	80805	0	0	0	0	5150	0	0	300	0	0	357097	125686	9495	0	0	0	0	3939	0	0	0	
712059																																																																																																																									false	false	false																																																																																																																		0				
712648																																																																																																																									true	false	false																																																																																																																		0				
712956																																																																																																																									false	false	false																																																																																																																		0				
713252																																																																																																																									false	false	false																																																																																																																		0				
713476																																																																																																																									false	false	false																																																																																																																		0				
713926																																																																																																																									false	false	false																																																																																																																		0				
714165																																																																																																																									false	false	false																																																																																																																		0				
714437																																																																																																																									true	true	true	40	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	15	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0				
714839																																																																																																																									false	false	false																																																																																																																		0				
714978																																																																																																																									false	false	false																																																																																																																		0				
715032																																																																																																																									false	false	false																																																																																																																		0				
715050																																																																																																																									false	false	false																																																																																																																		0				
715144																																																																																																																									true	true	false																																																																																																																		11				
715340																																																																																																																									true	true	true	74895	0	138	0	1972	0	2	0	0	0	0	0	19479	14189	47	22	0	0	18737	1	357	0	5	0	115440	14189	193	22	116324	18	0	0	0															0	0	0	0	0	0	0	0	0	0	19479	14189	47	22	2	0	357	0	0	0	4013	1190	0	5186	229	0	5741	1553	0	6540	1119	0	5805	1414	0	0	0	0	0	0	0	8705	2345	0	0	0	0	50155	13418	0	0	0	0	2814	0	0	4672	182	0	93633	21450	357	0	0	0	0	1360				
715470																																																																																																																									false	false	false																																																																																																																		0				
715630																																																																																																																									false	false	false																																																																																																																		0				
715872																																																																																																																									false	false	false																																																																																																																		0				
715975																																																																																																																									false	false	false																																																																																																																		0				
716374																																																																																																																									true	true	true	0	213	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	35	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
716833																																																																																																																									true	true	true	93687	4526	105	1	8037	56691	1	2	0	0	0	0	6758	6768	21	41	0	0	5566	13	0	466	0	3740	114048	70763	140	3788	31265	50	0	0	0															0	0	0	0	2312	4	0	0	0	0	6758	6768	21	41	0	0	0	16	0	0	1609	185	0	5722	90	0	14663	1605	0	400	76	0	24013	3793	0	0	0	0	0	0	0	2779	401	0	0	0	0	35681	8646	0	0	0	0	3243	0	0	11126	0	0	99252	14796	0	0	0	0	0	1784				
716851																																																																																																																									true	true	true	752146	14108	163	6	0	0	0	0	0	0	0	0	0	0	0	0	0	150	25638	20	16752	0	16	0	794536	15058	199	8	57244	38	0	0	0															0	0	0	1	0	0	0	800	0	1	0	0	0	0	83	0	0	471	0	0	773	0	0	2162	0	0	62215	0	281	75861	0	0	5861	0	0	0	0	0	0	0	0	9278	0	0	41	0	0	155739	0	0	0	0	0	38966	0	16043	426334	0	428	777784	0	16752	0	0	0	0	3529	0	31	0	
716954																																																																																																																									false	false	false																																																																																																																		0				
717232																																																																																																																									false	false	false																																																																																																																		0				
717670																																																																																																																									false	false	false																																																																																																																		0				
717737																																																																																																																									false	false	false																																																																																																																		0				
717924																																																																																																																									false	false	false																																																																																																																		0				
718145																																																																																																																									true	true	true	43283	1506	112	6	25000	64317	12	96	0	0	0	0	16473	137065	70	1340	0	1839	45790	64	0	14	0	39	130546	204741	258	1485	91656	389	3	14652	46															0	0	0	4	0	0	0	0	0	0	16473	137065	70	1340	0	0	0	27758	820	0	0	0	0	0	0	0	6637	1501	0	20099	8468	0	27192	13260	0	0	0	0	0	0	0	0	3	0	0	0	0	4255	17125	0	0	0	0	2309	293	0	823	3	0	89073	41473	0	0	0	0	0	1789	5	83	0	
718275																																																																																																																									false	false	false																																																																																																																		0				
718538																																																																																																																									true	false	false																																																																																																																		0				
719030																																																																																																																									false	false	false																																																																																																																		0				
719610																																																																																																																									false	false	false																																																																																																																		0				
719656																																																																																																																									true	false	false																																																																																																																		0				
719964																																																																																																																									false	false	false																																																																																																																		0				
720157																																																																																																																									false	false	false																																																																																																																		0				
720344																																																																																																																									true	false	false																																																																																																																		0				
720746																																																																																																																									true	true	true	24342	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24342	0	47	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	4404	0	0	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5226	0	0	0	0	0	11843	0	0	1201	0	0	24342	0	0	0	0	0	0	64				
720858																																																																																																																									false	false	false																																																																																																																		0				
721350																																																																																																																									false	false	false																																																																																																																		0				
721752																																																																																																																									false	false	false																																																																																																																		0				
721949																																																																																																																									false	false	false																																																																																																																		0				
722227																																																																																																																									true	false	false																																																																																																																		0				
722432																																																																																																																									false	false	false																																																																																																																		0				
722544																																																																																																																									true	true	true	168454	0	119	0	0	129280	0	7	0	0	0	0	67971	3593	87	3	0	0	153466	45	0	0	0	0	525179	132873	275	10	25815	8	0	0	0															1	21212	0	0	0	0	135288	0	24	0	67971	3593	87	3	444	22	517	0	0	0	28993	975	11209	22331	700	959	46623	4561	6167	6659	741	12185	3023	55	5504	19980	0	1220	0	0	0	32393	21238	20442	0	0	0	153375	39679	77085	75	0	0	4684	0	0	3340	0	0	321920	67971	135288	0	0	0	0	3745	0	0	0	
722777	true	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2039116	817	0	0	0	0	2039116	39736081	817	16155	41775197	16972	0	0	0															0	0	0	0	39736081	16155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159386	0	0	0	0	0	2165	0	0	859296	0	0	405892	0	0	0	0	0	0	0	0	428820	0	0	0	0	0	183557	0	0	0	0	0	0	0	0	0	0	0	2039116	0	0	0	0	0	0	2039116	39736081	817	16155																																																																																																																					318029				
722816																																																																																																																									true	true	true	19518	0	44	0	0	0	0	0	14953	62	10	1	56295	5209	209	24	0	0	91724	173	3	0	1	2	182493	5271	437	27	62993	80	0	0	0															0	0	0	0	0	0	0	0	0	0	56295	4227	209	34	2	0	3	2226	1638	0	701	0	0	481	0	0	15539	3480	0	32086	28241	0	27145	21478	0	0	0	0	0	0	0	2517	2292	0	0	0	0	29342	14069	0	109	0	0	229	0	0	865	50	0	111242	71248	3	0	0	0	0	1368				
723112	true	true	true	13431000	2308000	4025	157	418000	15036000	40	301	442000	1542000	28	32	7756000	364000	12444	119	0	0	32897000	11780	193000	564000	20	24	58814000	19860000	29033	637	553249000	3181	0	0	0															0	0	0	0	0	0	3677000	46000	696	4	7407000	82000	12263	89	21000	13000	0	2936000	396000	167000	2557000	283000	306000	3164000	5000	16000	815000	63000	142000	9088000	2462000	1495000	3291000	1572000	374000	0	0	0	59000	0	0	1719000	414000	318000	108000	12000	33000	20665000	3147000	988000	8000	0	0	634000	0	0	1263000	249000	31000	46328000	8616000	3870000	0	0	0	0	0	0	0	0																																																																																																																					413000	0	2000	1000	
723158																																																																																																																									false	false	false																																																																																																																		0				
723550																																																																																																																									false	false	false																																																																																																																		0				
723653																																																																																																																									false	false	false																																																																																																																		0				
724744																																																																																																																									true	true	true	46928	11871	56	21	0	0	0	0	0	0	0	0	949	2102	3	17	0	0	351	3	14006	0	9	0	62234	17084	71	50	0	0	0	0	0															0	0	0	0	500	1	0	2611	0	11	949	2102	3	17	26	0	1	2504	0	5	238	0	0	0	0	0	3277	108	569	3957	754	0	334	56	0	0	0	0	0	0	0	676	0	0	0	0	0	19647	31	0	0	0	0	14869	0	13132	1751	0	299	47279	949	14006	0	0	0	0	285				
724904																																																																																																																									false	false	false																																																																																																																		0				
724940																																																																																																																									false	false	false																																																																																																																		0				
725077																																																																																																																									false	false	false																																																																																																																		0				
725732	false	false	false																																																																																																																																																																																																																																										0				
726458																																																																																																																									false	false	false																																																																																																																		0				
726953																																																																																																																									false	false	false																																																																																																																		0				
727174																																																																																																																									false	false	false																																																																																																																		0				
728948																																																																																																																									true	true	true	2779	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2779	0	34	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2779	0	0	0	0	0	0	528				
728957																																																																																																																									false	false	false																																																																																																																		0				
729011																																																																																																																									true	true	true	28568	2450	47	2	1695	0	1	0	0	0	0	0	31717	13057	82	19	5774	0	16633	12	0	0	0	0	86209	15507	147	21	20607	20	0	0	0															0	0	3	0	0	0	1822	0	2	0	31717	14293	82	33	-1	1	-12	0	231	1151	30	0	3976	8090	2781	0	2526	1377	668	7798	6558	346	9206	7451	828	0	0	0	0	0	0	192	1475	0	0	0	0	14656	13538	639	0	0	0	0	0	0	2704	0	0	45201	33412	7596	0	0	0	0	626				
729057																																																																																																																									false	false	false																																																																																																																		0				
729178																																																																																																																									false	false	false																																																																																																																		0				
729310																																																																																																																									true	false	false																																																																																																																		0				
729842																																																																																																																									true	true	true	5299	0	10	0	0	0	0	0	0	7519	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5299	7519	10	1	177	4	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	997	0	0	265	0	0	0	0	0	0	0	0	1976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1885	0	0	177	0	0	5300	0	0	0	0	0	0	67				
729945																																																																																																																									true	true	true	125	642	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	642	1	4	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0				
731050																																																																																																																									false	false	false																																																																																																																		0				
731247																																																																																																																									true	true	true	455510	36814	416	124	162918	384228	85	93	0	0	0	0	848200	9038	2397	25	0	0	1222571	1225	0	0	0	0	2786749	452495	4237	263	37794	9	0	0	0															0	0	0	0	22415	21	97550	0	114	0	848200	9038	2397	34	7549	33	2	0	0	0	15629	22	59	1945	113	0	102230	43414	6317	188390	353866	40845	803967	500883	46669	0	0	0	0	0	0	237	2	3	0	2	0	459814	112212	3620	0	0	0	52009	0	0	46311	571	35	1678081	1011118	97550	0	0	0	0	17141	0	0	17	
731957																																																																																																																									false	false	false																																																																																																																		0				
732178																																																																																																																									false	false	false																																																																																																																		0				
732253																																																																																																																									false	false	false																																																																																																																		0				
732637																																																																																																																									false	false	false																																																																																																																		0				
732758																																																																																																																									false	false	false																																																																																																																		0				
732954																																																																																																																									false	false	false																																																																																																																		0				
733540																																																																																																																									false	false	false																																																																																																																		0				
733559																																																																																																																									false	false	false																																																																																																																		0				
733661																																																																																																																									false	false	false																																																																																																																		0				
733755																																																																																																																									false	false	false																																																																																																																		0				
733951																																																																																																																									true	true	true	23991	146	45	5	42223	0	654	0	0	0	0	0	49075	23338	558	106	0	0	132124	278	6	0	9	0	251744	46944	1547	402	0	0	0	0	0															0	0	0	0	23460	291	4325	0	3	0	49075	23338	558	106	62	16	7	0	0	0	1066	0	0	10749	204	25	11878	4183	64	41335	24539	1806	13933	40600	637	0	0	0	0	0	0	4833	307	0	0	3	0	67166	21405	1784	0	0	0	5093	41	8	0	0	0	156115	91298	4331	0	0	0	0	1861	0	0	0	
734248																																																																																																																									true	true	true	50236	4229	65	12	0	0	0	0	0	0	0	0	0	4718	0	35	0	0	0	0	6927	600	3	1	58714	49546	73	55	0	0	0	0	0															0	0	0	0	0	0	1551	39999	5	7	0	4718	0	35	0	0	0	444	0	10	0	0	0	0	0	0	890	0	81	6367	0	0	2715	0	1506	0	0	0	0	0	0	27	0	0	0	0	0	295	0	0	140	0	0	35082	0	6881	4276	0	0	50236	0	8478	0	0	0	0	251				
734350																																																																																																																									false	false	false																																																																																																																		0				
734538																																																																																																																									false	false	false																																																																																																																		0				
734613																																																																																																																									false	false	false																																																																																																																		0				
735067																																																																																																																									false	false	false																																																																																																																		0				
735414																																																																																																																									false	false	false																																																																																																																		0				
735441																																																																																																																									true	true	true	150247	1190	73	84	6274	129740	14	14	438	0	1	0	219751	0	817	0	0	0	272729	410	24950	417	12	3	837462	131347	1349	112	276138	3652	0	0	0															0	0	0	11	0	0	163073	0	22	0	219714	276138	817	3638	156	92	11	43262	19931	3559	15850	1889	5378	86	0	0	0	0	0	78219	104682	79856	48330	67021	18331	0	0	0	0	0	0	1609	499	1404	0	0	0	163353	32221	50265	0	0	0	65871	0	29219	6241	128	0	422977	226463	188023	0	0	0	0	4053	5	40	8	
735973																																																																																																																									false	false	false																																																																																																																		0				
736158																																																																																																																									false	false	false																																																																																																																		0				
736550																																																																																																																									false	false	false																																																																																																																		0				
737548																																																																																																																									true	true	true	114662	3585	114	39	0	20999	0	1	0	0	0	0	25765	0	90	0	0	0	13446	24	47263	0	10	0	202670	26883	244	56	43913	6	0	0	0															0	0	0	0	0	0	1534	2299	6	16	25765	0	90	0	713	0	0	12013	1109	630	335	411	0	2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3985	2747	0	0	0	0	49544	20924	1465	0	0	0	53611	574	46702	5736	0	0	128108	25765	48797	0	0	0	0	915				
738013																																																																																																																									false	false	false																																																																																																																		0				
738040																																																																																																																									true	true	true	80046	7819	34	20	0	0	0	0	0	0	0	0	0	1091	0	2	0	0	0	0	83011	0	23	0	164936	8910	60	22	2465	16	0	0	0															0	0	0	0	0	0	1879	0	3	0	0	1091	0	2	0	0	0	4869	0	900	0	0	0	0	0	0	0	0	0	705	0	0	3234	0	889	0	0	0	0	0	0	0	0	0	0	0	0	2346	0	419	0	0	0	68321	0	82013	571	0	669	80046	0	84890	0	0	0	0	265				
738143																																																																																																																									true	true	true	210553	80561	198	106	0	0	0	0	0	0	0	0	3692	8527	14	27	0	0	42489	22	0	0	0	0	256734	90334	234	134	48081	10	0	0	0															0	0	0	0	1246	1	0	0	0	0	3692	8527	14	27	6	0	0	17084	1017	0	4444	60	0	16506	0	0	15	0	0	20993	812	0	15745	736	0	0	0	0	0	0	0	9471	220	0	0	0	0	39331	846	0	0	0	0	115815	0	0	13632	0	0	253042	3691	0	0	0	0	0	1389	0	0	0	
738255																																																																																																																									false	false	false																																																																																																																		0				
738303																																																																																																																									false	false	false																																																																																																																		0				
738657																																																																																																																									false	false	false																																																																																																																		0				
738769																																																																																																																									true	true	true	104000	0	69	0	23800	0	2	0	1	0	1	0	43013	2736	130	5	0	1538	219577	135	12406	0	3	0	454659	5836	357	9	10804	3	0	0	0															0	0	0	1	1562	3	51862	0	17	0	43013	2736	130	5	304	25	86	16696	7715	3068	22572	9172	8086	86616	0	35	17541	7762	27477	42503	12260	5471	3919	1291	825	0	0	0	0	0	0	13550	6180	4906	0	0	0	92651	22309	13798	985	0	77	23570	0	415	2670	100	24	323577	66814	64268	0	0	0	0	2564	10	690	0	
739346																																																																																																																									true	true	true	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1				
739355																																																																																																																									false	false	false																																																																																																																		0				
739560																																																																																																																									true	true	true	384895	25942	233	6	0	0	0	0	0	0	0	0	12559	0	25	0	0	0	61872	40	0	0	0	0	468913	79249	307	9	167181	8	0	0	0															0	0	0	0	53307	3	9587	0	9	0	12559	0	25	0	372	0	0	1191	0	0	45497	453	201	20847	0	0	49690	1174	3987	76242	4059	1380	33803	2764	1283	0	0	0	0	0	0	24220	525	226	9510	534	171	103632	3050	2339	0	0	0	57838	0	0	23925	0	0	446767	12559	9587	0	0	0	0	5015	0	0	0	
