"IDRSSD"	RCFDA591	RCFDB705	RCFDB706	RCFDB707	RCFDB708	RCFDB709	RCFDB710	RCFDB711	RCFDB726	RCFDB727	RCFDB728	RCFDB729	RCFDB730	RCFDB731	RCFDB732	RCFDB733	RCFDB734	RCFDB735	RCFDB736	RCFDB737	RCFDB738	RCFDB739	RCFDB740	RCFDB741	RCFDB742	RCFDB743	RCFDB744	RCFDB745	RCFDB746	RCFDB776	RCFDB779	RCFDB780	RCFDB781	RCFDB782	RCFDB783	RCFDB786	RCFDB787	RCFDB788	RCFDB789	RCFDB790	RCFDB796	RCFDB797	RCFDB803	RCFDB804	RCFDB805	RCFDB806	RCFDB807	RCFDB808	RCFDB809	RCFDC407	RCFDF699	RCFDHU09	RCFDHU10	RCFDHU11	RCFDHU12	RCFDHU13	RCFDHU14	RCFDHU15	RCFDHU16	RCFDHU17	RCFDHU18	RCONA591	RCONB705	RCONB711	RCONB733	RCONB739	RCONB740	RCONB746	RCONB776	RCONB782	RCONB783	RCONB789	RCONB790	RCONB796	RCONB797	RCONB803	RCONB804	RCONB805	RCONB806	RCONB807	RCONB808	RCONB809	RCONC407	RCONF699	RCONHU09	RCONHU15	RCONHU19	RIADB747	RIADB748	RIADB749	RIADB750	RIADB751	RIADB752	RIADB753	RIADB754	RIADB755	RIADB756	RIADB757	RIADB758	RIADB759	RIADB760	
676151																																																																																																						
677176																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
677354																																																														0	0	0	0	0	0	0	0	0			1079	0	54	0	1079	0						0	0	0		0						0	0						0	
677448																																																																																																						
677644																																																																																																						
677756																																																																																																						
677970																																																																																																						
678052																																																																																																						
678070																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
678258																																																																																																						
678454																																																																																																						
678557																																																														0	0	0	0	0	0	0	0	0			8930	0	210	0	8930	0						0	0	0		0						0	0						0	
678744																																																																																																						
679451																																																																																																						
680130																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
680457																																																																																																						
680813																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	598783						0	0	0		0						0	0						0	
681043																																																																																																						
681249																																																																																																						
682143																																																																																																						
682563																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0						0	0						0	
682648																																																																																																						
683449																																																																																																						
683814																																																																																																						
684455																																																																																																						
685023																																																																																																						
685676																																																																																																						
686459																																																														0	0	0	0	0	0	0	0	0			41351	0	729	0	41351	60882						0	0	0		0						0	0						0	
686570																																																																																																						
686758																																																																																																						
687054																																																																																																						
687830																																																																																																						
687951																																																																																																						
688079	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
688453																																																																																																						
688556																																																																																																						
689209																																																														76106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126761						238	0	0	0	0						0	0						0	
689357																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
689759																																																																																																						
691042																																																																																																						
691743																																																																																																						
691958																																																																																																						
692450																																																																																																						
692704																																																																																																						
692946																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
693073																																																																																																						
693224																																																														2208574	0	0	0	0	0	0	0	0	0	0	190551	0	190551	0	0	0	0	0	0	0		0	0	0	0	0						0	0						0	
693345																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	364815						0	0	0		0						0	0						0	
693952																																																																																																						
694146																																																																																																						
694771																																																																																																						
694847																																																																																																						
694904	275161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84627	0	51518	0	0	67262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
695349																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	108393						0	0	0		0						0	0						0	
695947																																																																																																						
696047																																																																																																						
696168																																																																																																						
696430																																																																																																						
696645																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	37052	0					0	0	0	0		0						0	0						0	
697035																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0						0	0						0	
697147																																																																																																						
697156																																																																																																						
697231																																																																																																						
697763																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	607						0	0	0		0						0	0						0	
697950																																																																																																						
698144																																																																																																						
698546																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
698649																																																																																																						
699105																																																																																																						
699253																																																																																																						
700140																																																																																																						
700252																																																																																																						
700430																																																														0	0	0	0	0	0	0	0	567			0	0	0	0	0	0						0	0	0		0						0	0						0	
700458																																																																																																						
701062																																																														0	0	0	0	0	0	0	0	0			11735	0	11735	0	3471	1171422					0	1836	0	0		0						0	0						0	
701222																																																																																																						
701839																																																																																																						
701857																																																																																																						
702117																																																														523272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436711	0	0	0	0	0	0	0	0	0	0						0	0						0	
702612																																																																																																						
702836																																																																																																						
702911																																																																																																						
703039																																																																																																						
703552																																																																																																						
703767																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
705378																																																																																																						
705556																																																																																																						
706030																																																																																																						
706058																																																																																																						
706236																																																																																																						
706254																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
706450																																																																																																						
706656																																																																																																						
707354																																																														0	0	0	0	0	0	0	0	0			150224	0	1972	0	0	0						0	0	0		0						0	0						0	
708379																																																																																																						
709143																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	51891	31868						0	0	0		0						0	0						0	
709451																																																																																																						
709554																																																																																																						
709602																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	206678					0	0	0	0		0						0	0						0	
709639																																																																																																						
709956																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
710176																																																																																																						
710859																																																																																																						
711472	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	200568					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
711520																																																																																																						
711548																																																																																																						
711753																																																																																																						
711801																																																																																																						
712059																																																																																																						
712648																																																																																																						
712956																																																																																																						
713252																																																																																																						
713476																																																																																																						
713926																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
714165																																																																																																						
714437																																																																																																						
714839																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
714978																																																																																																						
715032																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
715050																																																																																																						
715144																																																																																																						
715340																																																																																																						
715470																																																																																																						
715630																																																																																																						
715872																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	172031						0	0	0		0						0	0						0	
715975																																																																																																						
716374																																																																																																						
716833																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	84511					0	201	0	0		0						0	0						0	
716851																																																																																																						
716954																																																																																																						
717232																																																																																																						
717670																																																																																																						
717737																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
717924																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	795699					0	691	0	0		0						0	0						0	
718145																																																																																																						
718275																																																																																																						
718538																																																																																																						
719030																																																																																																						
719610																																																																																																						
719656																																																																																																						
719964																																																																																																						
720157																																																																																																						
720344																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
720746																																																																																																						
720858																																																																																																						
721350																																																																																																						
721752																																																																																																						
721949																																																																																																						
722227																																																																																																						
722432																																																																																																						
722544																																																																																																						
722777	43041307	0	1775	0	1650460	0	0	0	0	0	0	0	0	0	0	0	101	0	110732	0	0	0	0	434	0	13082	0	0	0	0	0	0	0	0	0	0	0	0	0	8210	0	4326	0	4320	6646739	0	0	0	0	0	25571	0	0	0	0	0	0	0	0	0	0																											0	1	0	62742	0	0	0	0	16	0	32688	0	0	0	
722816																																																																																																						
723112	3694000	0	0	0	0	142000	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86000	0	86000	0	86000	87741000	0	0	0	0	0	119000	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	4000	0	0	0	0	0	0	1000	0	0	
723158																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0		0						0	0						0	
723550																																																																																																						
723653																																																																																																						
724744																																																																																																						
724904																																																																																																						
724940																																																																																																						
725077																																																																																																						
725732	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	87131						7385	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
726458																																																																																																						
726953																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
727174																																																																																																						
728948																																																																																																						
728957																																																																																																						
729011																																																																																																						
729057																																																																																																						
729178																																																																																																						
729310																																																																																																						
729842																																																																																																						
729945																																																																																																						
731050																																																																																																						
731247																																																														0	0	0	0	0	0	0	0	0			108195	0	108195	0	0	0						0	0	0		0						0	0						0	
731957																																																																																																						
732178																																																																																																						
732253																																																																																																						
732637																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
732758																																																																																																						
732954																																																																																																						
733540																																																																																																						
733559																																																																																																						
733661																																																																																																						
733755																																																																																																						
733951																																																																																																						
734248																																																																																																						
734350																																																																																																						
734538																																																																																																						
734613																																																																																																						
735067																																																																																																						
735414																																																																																																						
735441																																																																																																						
735973																																																																																																						
736158																																																																																																						
736550																																																																																																						
737548																																																																																																						
738013																																																																																																						
738040																																																														7088	0	0	0	0	0	0	0	0			153392	0	3581	0	153392	3439					0	541	0	0		0						0	0						0	
738143																																																																																																						
738255																																																														0	0	0	0	0	0	0	0	0			11863	0	425	0	0	0					0	0	0	0		0						0	0						0	
738303																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	35280						0	0	0		0						0	0						0	
738657																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
738769																																																																																																						
739346																																																																																																						
739355																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
739560																																																														140397	0	0	0	0	0	0	0	0			208892	1161	18060	136	208892	5723038						2575	0	0		0						0	0						0	
739832																																																																																																						
740249																																																																																																						
741068																																																																																																						
741152																																																																																																						
741330																																																														55212	0	0	0	0	0	0	0	0			0	0	0	0	0	6010					0	0	0	0		0						0	0						0	
741358																																																																																																						
741844																																																																																																						
741956																																																																																																						
741974																																																																																																						
742056																																																																																																						
742542																																																																																																						
742944																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	91561					0	0	0	0		0						0	0						0	
743679																																																																																																						
743950																																																																																																						
744854																																																																																																						
745347																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
746157																																																																																																						
746755																																																																																																						
746942																																																																																																						
746979																																																																																																						
747051																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
747257																																																																																																						
748254																																																																																																						
748357																																																																																																						
748441																																																																																																						
748964																																																																																																						
749242																																																														888739	1917869	0	22547	0	42622	0	0	0	0	0	0	0	0	0	0	3728710	0	0	0	0		8436	0	0	0	0						0	0						0	
749635																																																																																																						
749840																																																																																																						
749943																																																																																																						
750051																																																																																																						
750341																																																																																																						
750444																																																																																																						
750846																																																																																																						
751254																																																																																																						
751656																																																														0	0	0	0	0	0	0	0	0			200831	0	1402	0	200831	805311						0	0	0		0						0	0						0	
751852																																																																																																						
752831																																																																																																						
753052																																																																																																						
753324																																																																																																						
753641																																																																																																						
753856																																																																																																						
754068																																																																																																						
754246																																																																																																						
754536																																																																																																						
754826																																																																																																						
754853																																																																																																						
754929																																																														0	0	0	0	0	0	0	0	0			14246	0	14246	0	0	0					0	0	0	0		0						0	0						0	
755252																																																																																																						
755421																																																																																																						
755458																																																																																																						
756343																																																																																																						
756848																																																																																																						
757377																																																																																																						
757452																																																														0	0	0	0	0	0	0	0	0			39899	0	10917	0	23721	1738					0	0	0	0		0						0	0						0	
757779																																																																																																						
758703																																																														781007	0	0	0	0	0	0	0	0			255865	0	10518	0	255865	467025						0	0	0		0						0	0						0	
758842																																																																																																						
758851																																																																																																						
759045																																																																																																						
759625																																																																																																						
760210																																																																																																						
760331																																																																																																						
760340																																																																																																						
760434																																																														0	0	0	0	0	0	0	0	0			14	0	14	0	14	39905					0	0	0	0		0						0	0						0	
760649																																																																																																						
760854																																																																																																						
760939																																																																																																						
760957																																																																																																						
761244																																																																																																						
761459																																																																																																						
761543																																																																																																						
761806																																																														2630686	0	0	0	0	0	0	0	309157	0	0	95956	277111	1924	36366	95956	232189	0	0	0	0	0	13302	0	0	0	0						0	0						0	
761833																																																														495683	0	0	0	0	0	0	0	11964			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
761851																																																																																																						
761954																																																																																																						
762045																																																																																																						
762447																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	15255	493181						0	0	0		0						0	0						0	
762474																																																																																																						
762773																																																																																																						
763211																																																																																																						
763677																																																																																																						
763930																																																																																																						
764030																																																														304118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8674339	0	0	0	0	0	8207	0	0	0	0						0	0						0	
764058																																																																																																						
764067																																																																																																						
764142																																																																																																						
764151																																																																																																						
764816																																																																																																						
765318																																																																																																						
765354																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
765505																																																														0	0	0	0	0	0	0	0	0			93214	0	1433	0	27353	739						0	0	0		0						0	0						0	
765662																																																																																																						
765877																																																																																																						
766052																																																																																																						
766164																																																														66218	0	0	0	0	0	0	716	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
767152																																																																																																						
767246																																																																																																						
767255																																																																																																						
767554																																																																																																						
767572																																																																																																						
767611																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
767732																																																																																																						
767974																																																																																																						
768458																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
768476																																																																																																						
768953																																																																																																						
769334																																																																																																						
770451																																																																																																						
770545																																																																																																						
770639																																																																																																						
770657																																																																																																						
770853																																																																																																						
771047																																																																																																						
771140																																																														0	0	0	0	0	0	0	0	0			275846	0	6801	0	275846	11719					0	0	0	0		0						0	0						0	
771458																																																																																																						
771609																																																																																																						
771748																																																																																																						
771878																																																																																																						
772008																																																																																																						
772446																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
772754																																																																																																						
773032																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
773171																																																																																																						
773247																																																														2089860	0	1765585	0	32025	0	43490	0	0			0	805	0	805	0	164671					0	0	0	0		0						0	0						0	
773443																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	44464					0	0	0	0		0						0	0						0	
773470																																																																																																						
773742																																																																																																						
774132																																																																																																						
774235																																																																																																						
774253																																																																																																						
774347																																																																																																						
775054																																																																																																						
775241																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
775456																																																																																																						
775773																																																																																																						
776369																																																																																																						
776547																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
777254																																																																																																						
777366	26035	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	26035	0	26035	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
777441																																																																																																						
777870																																																																																																						
778738																																																																																																						
779016																																																																																																						
779351																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	2447196						287	0	0		0						0	0						0	
779641																																																																																																						
779650																																																																																																						
779968																																																																																																						
780049																																																																																																						
780218																																																																																																						
780263																																																																																																						
780722																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
780955																																																																																																						
782016																																																																																																						
782306																																																														2409709	0	0	0	0	0	0	53877	0			4287	0	4287	0	110138	764151					0	0	0	0		0						0	0						0	
782548																																																																																																						
783161																																																																																																						
783246																																																																																																						
783349																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
783648																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	997745					0	0	0	0		0						0	0						0	
783844																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	197					0	0	0	0		0						0	0						0	
783910																																																																																																						
784159																																																																																																						
784430																																																																																																						
785147																																																																																																						
785473																																																														284810	0	0	0	0	0	0	0	0			0	0	0	0	0	46645					0	0	0	0		0						0	0						0	
785857																																																																																																						
785923																																																																																																						
785950																																																																																																						
786210																																																																																																						
786256																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
786555																																																																																																						
786612																																																														0	0	0	0	0	0	0	0	0			25288	0	1455	0	0	21633					0	0	0	0		0						0	0						0	
786733																																																																																																						
786948																																																																																																						
787459																																																																																																						
787842																																																																																																						
788559																																																																																																						
788652																																																																																																						
