"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCFDMG95	RCFDPU98	RCFDPU99	RCFDPV00	RCFDPV01	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	
714839																																																																																																																																																					992	987	42851	0	0	448	470	903	917	0	0	0	0	17982	17941	39541	39971	0	5300	5258	5289	5376	0	0	1044	4997	1961	436	1567	15501	5554	0	0	1971	0	2861	12152	8356	2597																									0	0	0	0	0	0	0	0	7858	7821	8915	9126	0	0	0	0	755	761	3393	3425	0	0	0	0	0	0	0	0		
714978																																																																																																																																																					0	0	21810	4989	4633	0	0	0	0	0	0	0	0	0	0	49277	47224	0	0	0	24950	23728	0	0	1	5203	0	1188	6455	18902	3921	0	1	51	117	481	606	2624	7676																									0	0	0	0									0	0	0	0	0	0	9421	9123	0	0	0	0	0	0	0	0		
715032																																																																																																																																																					0	0	8664	5462	5482	0	0	0	0	0	0	0	0	0	0	13275	13197	0	0	0	1196	1119	1000	968	3014	1002	2012	4935	796	824	0	0	31	0	220	3376	0	0	0																									0	0	0	0	0	0	30	31	0	0	3587	3596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
715050																																																																																																																																																					0	0	29310	4978	4978	0	0	0	0	0	0	0	0	0	0	35827	34847	0	0	0	3882	3966	0	0	8292	5098	3194	6704	890	1078	0	0	0	26	0	17733	0	10	114																									0	0	0	0									0	0	0	0	0	0	130	124	0	0	0	0	0	0	0	0		
715144																																																																																																																																																					0	0	42184	42149	42184	0	0	0	0	0	0	0	0	0	0	42149	42184	0	0	0	0	0	0	0	30069	10008	20061	12115	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
715340																																																																																																																																																					0	0	907	0	0	0	0	0	0	0	0	0	0	1652	1893	89132	83569	0	1652	1893	11391	10812	0	0	91	0	91	933	2953	12945	17575	0	0	82	0	9412	29052	2738	9442																									0	0	0	0									0	0	0	0	0	0	12421	12180	0	0	0	0	0	0	0	0		
715470																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
715630																																																																																																																																																					0	0	89958	0	0	0	0	0	0	0	0	0	0	0	0	145827	130086	0	0	0	80797	72278	0	0	0	0	0	5827	4083	64181	25087	6	6	0	0	10557	15256	504	4579																									0	0	0	0									0	0	0	0	0	0	5775	5083	0	0	0	0	0	0	0	0		
715872																																																																																																																																																					0	0	0	0	0	0	0	20040	19387	0	0	0	0	0	0	112206	108219	0	0	0	44766	43177	8413	8374	762	23837	5882	2003	0	11249	34156	0	0	0	0	90	0	101	30151																									0	12323	0	12342	0	0	95	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
715975																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	2122	2102	6552	6425	0	122	122	2004	1957	0	0	3009	122	5992	2433	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
716374																																																																																																																																																					0	0	92301	2485	2461	7000	5903	0	0	0	0	0	0	7000	5903	432168	417190	0	0	0	157998	147662	0	0	60357	17564	42728	25406	10284	135030	501	8	56	1815	2703	47056	40293	69874	30873																									0	0	0	0									0	0	0	0	0	0	96070	96778	0	0	0	0	0	0	0	0		
716833																																																																																																																																																					0	0	216456	19211	18698	0	0	0	0	0	0	0	0	1018	1034	486951	461378	0	1018	1034	28610	26525	0	0	23167	14319	23120	41682	27845	23732	0	0	5632	1341	1710	51788	12933	81103	177191																									0	0	0	0	0	0	954	961	0	0	80485	72442	0	0	0	0	0	0	239774	231223	0	0	0	0	0	0	0	0		
716851																																																																																																																																																					0	0	113658	0	0	0	0	0	0	0	0	0	0	1235	1235	207659	186405	0	1235	1235	47281	42264	0	0	1235	5855	0	2189	16864	49317	1102	5	281	6747	4148	29325	35053	8963	27790																									0	0	0	0									0	0	0	0	0	0	34517	32325	0	0	0	0	0	0	0	0		
716954																																																																																																																																																					0	0	8947	0	0	0	0	1500	1535	0	0	0	0	0	0	68001	64551	0	0	0	33467	31511	0	0	3253	1497	1048	3517	10847	17601	277	0	1565	0	3515	4290	548	6827	13019																									0	0	0	0									0	0	10309	9403	0	0	17346	16809	0	0	0	0	0	0	3069	3037		
717232																																																																																																																																																					0	0	1018	0	0	3276	3255	0	0	222	227	0	0	49844	47326	18917	18970	0	25838	24367	2913	2914	0	0	517	686	517	2409	8381	28393	4956	0	0	2	69	3789	12245	853	6512																									0	0	0	0									0	0	0	0	1975	1835	3744	3729	0	0	0	0	0	0	0	0		
717670																																																																																																																																																					0	0	0	0	0	0	0	2483	2446	0	0	0	0	0	0	6007	5988	0	0	0	1834	1854	500	494	293	0	293	503	959	3002	0	0	0	67	200	0	0	363	601																									0	0	0	0									0	0	0	0	0	0	969	964	0	0	0	0	0	0	0	0		
717737																																																																																																																																																					0	0	228388	0	0	0	0	6603	6576	0	0	0	0	0	0	439726	413602	0	0	0	65779	58650	0	0	5	6121	455	9877	1968	41066	179888	5	0	0	0	49824	77309	1283	45805																									0	0	0	0	0	0	6	6	0	0	151162	139235	0	0	0	0	0	0	49622	47088	0	0	0	0	0	0	0	0		
717924																																																																																																																																																					0	0	851099	0	0	0	0	500	465	0	0	0	0	0	0	1409477	1253574	0	0	0	223401	192314	0	0	0	0	465	92987	86575	210583	261881	0	0	0	0	136500	291092	8114	165377																									0	0	0	0	0	0	1377	1233	0	0	482949	426359	0	0	0	0	0	0	188088	173491	0	0	0	0	0	0	0	0		
718145																																																																																																																																																					0	0	159543	0	0	0	0	0	0	0	0	0	0	98396	89173	191624	181017	0	45323	41772	88699	87449	8898	8044	9464	3303	6161	26416	24952	88555	17385	95	259	143	840	5449	48332	8992	48532																									0	0	0	0									0	0	0	0	17496	15615	40510	34445	0	0	0	0	0	0	0	0		
718275																																																																																																																																																					0	0	0	106501	106169	0	0	0	0	0	0	0	0	0	0	113365	112549	0	0	0	0	0	0	0	16468	996	15472	32106	46667	17308	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
718538																																																																																																																																																					0	0	44996	1983	1979	0	0	11229	10546	0	0	0	0	0	0	50951	48770	0	0	0	12463	12258	0	0	9359	1698	13426	10435	6460	7549	0	0	0	0	0	6139	0	74	2990																									0	0	0	0									0	0	0	0	0	0	3582	3064	0	0	0	0	0	0	0	0		
719030																																																																																																																																																					0	0	1002	0	0	481	476	2000	1959	0	0	0	0	7786	7461	20961	20354	0	988	993	6235	5992	0	0	1122	942	492	3599	4275	1791	0	0	0	47	53	4102	9831	789	2219																									0	0	0	0									0	0	0	0	1202	1145	1814	1806	0	0	0	0	0	0	0	0		
719610																																																																																																																																																					0	0	36588	5483	5484	0	0	0	0	0	0	0	0	0	0	37006	36588	0	0	0	19504	19176	0	0	5975	6188	241	2862	5701	7141	5077	0	0	252	122	508	1827	2795	3873																									0	0	0	0									0	0	0	0	0	0	6753	6668	0	0	0	0	0	0	0	0		
719656																																																																																																																																																					0	0	47641	25397	25113	0	0	768	770	0	0	0	0	0	0	78812	76420	0	0	0	16696	16530	0	0	11639	2987	8652	18591	11631	15695	1371	0	0	54	0	5527	11912	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
719964																																																																																																																																																					0	0	23438	0	0	0	0	0	0	0	0	0	0	22993	20658	31123	30730	0	22993	20658	0	0	457	456	4076	9918	2372	3135	2265	14353	2606	508	634	37	55	3074	8860	2368	3539																									0	6053	0	6111									0	0	0	0	0	0	5809	5863	0	0	0	0	0	0	0	0		
720157																																																																																																																																																					0	0	8349	21552	21726	0	0	0	0	0	0	0	0	0	0	21788	21960	0	0	0	0	0	0	0	5506	2505	3001	9085	7134	0	0	0	0	0	0	0	0	0	234																									0	0	0	0									0	0	0	0	0	0	236	234	0	0	0	0	0	0	0	0		
720344																																																																																																																																																					0	0	5846	0	0	0	0	0	0	0	0	0	0	0	0	48192	41849	0	0	0	18903	17026	0	0	4	0	0	5253	1061	19284	0	0	0	93	136	398	2942	22	12657																									0	0	0	0	0	0	0	0	0	0	4187	3574	0	0	0	0	0	0	22	22	0	0	0	0	0	0	0	0		
720746																																																																																																																																																					0	0	160577	20294	19424	0	0	9136	8066	0	0	0	0	0	0	302060	292301	0	0	0	80293	74562	0	0	7308	94826	1950	12276	15090	41372	36257	11	11	107	26	740	1539	58496	29601																									0	94150	0	94185									0	0	0	0	0	0	11673	10973	0	0	0	0	0	0	35904	35643		
720858																																																																																																																																																					0	0	23026	1486	1417	0	0	0	0	0	0	0	0	0	0	39272	37312	0	0	0	19289	18368	0	0	867	325	832	6989	2930	9507	2679	0	0	48	29	7944	5538	0	491																									0	0	0	0									0	0	0	0	0	0	535	491	0	0	0	0	0	0	0	0		
721350																																																																																																																																																					0	0	23196	0	0	0	0	0	0	0	0	0	0	394	394	26196	25534	0	394	394	18538	18346	0	0	2218	1579	1061	4036	4136	7608	317	232	8	11	449	1601	3464	1417	6																									0	0	0	0									0	0	0	0	0	0	1549	1424	0	0	0	0	0	0	0	0		
721752																																																																																																																																																					0	0	17314	0	0	0	0	750	720	0	0	0	0	0	0	42914	38859	0	0	0	12590	11029	3000	2928	362	350	0	4860	5033	11414	1804	0	12	0	295	2855	4679	1139	6419																									0	0	0	0									0	0	0	0	0	0	8231	7559	0	0	0	0	0	0	0	0		
721949																																																																																																																																																					0	0	74836	49151	48375	0	0	2750	2831	0	0	0	0	0	0	150877	146398	0	0	0	85267	82168	0	0	29217	6398	22819	49574	17813	46925	480	0	0	24	939	140	892	226	168																									0	0	0	0									0	0	0	0	0	0	408	394	0	0	0	0	0	0	0	0		
722227																																																																																																																																																					0	0	13458	0	0	0	0	0	0	0	0	0	0	0	0	15541	13458	0	0	0	7635	6499	0	0	0	0	0	0	500	5569	430	118	43	1	0	1252	5544	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
722432																																																																																																																																																					0	0	25697	2494	2375	0	0	8021	7753	0	0	0	0	214	214	67271	65434	0	214	214	21558	20993	0	0	11749	2500	13577	18741	5161	5759	0	0	0	77	4070	11058	0	269	4436																									0	0	0	0									0	0	0	0	0	0	4785	4705	0	0	0	0	0	0	0	0		
722544																																																																																																																																																					0	0	406029	19727	19963	0	0	0	0	0	0	0	0	0	0	1071656	1050810	0	0	0	291595	273329	0	0	49264	43875	26754	96549	63305	162417	34921	9608	44	1767	21728	48223	99242	72650	369727																									0	25541	0	25845									0	0	0	0	0	0	424750	424584	0	0	0	0	0	0	6624	6585		
722777	2080033	2087420	11301420	700294	706402	0	0	1070348	1096789	0	0	0	0	13202904	11862471	7956280	7327735	0	0	0	0	0	0	0	1369969	2580186	1792255	1484766	0	900256	2036	74196	32605	9745	24109	1179220	966509	1120379	10364377	0	0	0	0	0	0	0	0	978807	991509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978807	0	991509	0	943619	804358	161027	144283	914177	859800	217425	197471	86834	85461	0	0	2681926	2404086	4180781	3676325	0	0	1594	1305	0	0	0	0	0	0	0	0	0	0	0	0	913319	913246	312006	312164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26349	26266	635653	633133	913319	913246	312006	312164	0	0	6594	6303	6200	6200	0	0	4571640	3684125	697879	553560	0	0	0	0	-27321	0	0	0	0	2080033				0									12721482			6621332		0			0																																																																							
722816																																																																																																																																																					0	0	188815	14968	14212	0	0	50537	46522	0	0	0	0	4324	4408	382103	355513	0	3835	3938	33903	31646	0	0	30135	13355	23107	58696	51381	53731	26374	1005	75	1925	4226	12040	24366	15317	74249																									0	0	0	0									0	0	0	0	0	0	98926	89559	0	0	0	0	0	0	0	0		
723112	2438000	2456000	27461000	1575000	1575000	0	0	0	0	0	0	2000	2000	11366000	11401000	38432000	35485000	0	0	0	0	0	0	0	2633000	3455000	742000	5132000	3486000	9552000	2104000	0	0	0	0	0	7997000	2773000	11610000	0	0	0	0	0	0	0	0	0	0	232000	230000	0	0	1540000	1452000	0	0	0	0	0	0	606000	583000	0	2265000	0	2378000	3515000	3485000	2961000	2974000	1508000	1517000	0	0	0	0	0	0	0	0	6177000	5649000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4738000	4480000	0	0	0	0	0	0	4738000	4480000	3905000	3943000	10843000	9806000	0	0	0	0	0	0	6726000	5901000	0	0	3032000	2833000	0	0	0	4738000	4480000	2438000				1575000									11366000			35485000		0			0																																																																							
723158																																																																																																																																																					0	0	3172	5912	5955	0	0	1250	1248	0	0	0	0	0	0	20417	19069	0	0	0	1730	1619	0	0	3918	1673	3918	598	3898	408	0	8	0	0	26	200	1570	3732	3038																									0	0	0	0	0	0	0	0	0	0	1922	1804	0	0	0	0	0	0	7916	6770	0	0	0	0	0	0	0	0		
723550																																																																																																																																																					0	0	22457	3709	3687	0	0	0	0	0	0	0	0	0	0	55636	50864	0	0	0	21400	19218	0	0	2726	4020	1128	3720	6307	19312	3013	0	0	0	1904	338	9632	496	992																									0	0	0	0									0	0	0	0	0	0	1495	1489	0	0	0	0	0	0	0	0		
723653																																																																																																																																																					0	0	84008	17001	16511	0	0	774	798	0	0	0	0	95392	87726	117008	115411	0	86093	79545	1520	1509	0	0	0	14299	9123	9727	6230	61559	17033	73	0	732	0	1276	11594	10303	68853																									0	2682	0	2670									0	0	0	0	7724	6887	70139	69428	0	0	0	0	0	0	2016	2004		
724744																																																																																																																																																					0	0	52294	37910	37945	0	0	0	0	0	0	0	0	0	0	118206	117108	0	0	0	41369	41640	0	0	15529	2983	12546	16998	5555	35894	5609	0	0	0	66	37094	0	251	112																									0	0	0	0									0	0	35262	33847	0	0	382	363	0	0	0	0	0	0	0	0		
724904																																																																																																																																																					0	0	11362	0	0	0	0	0	0	0	0	0	0	0	0	15496	15450	0	0	0	4050	4038	0	0	0	0	0	0	0	12941	2260	0	138	37	1	24	0	50	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	50		
724940																																																																																																																																																					0	0	5900	0	0	0	0	0	0	0	0	0	0	5900	5783	0	0	0	0	0	0	0	1000	957	0	0	1000	2100	300	2500	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
725077																																																																																																																																																					0	0	13609	0	0	0	0	0	0	0	0	0	0	0	0	17874	16002	0	0	0	2077	2037	950	971	315	80	235	564	108	2020	0	0	0	0	607	548	2331	999	8509																									0	0	0	0									0	0	0	0	0	0	11450	9508	0	0	0	0	0	0	0	0		
725732	0	0	311	0	0	0	0	141888	142491	0	0	130103	132826	70103	66496	330139	333258	0	32462	31682	0	0	0	0	70772	138757	0	44061	49683	54790	20488	0	0	0	0	1764	50608	8099	35111																									0	0	0	0	2427	2209	26522	26793	19054	16486	3982	4098	0	0	0	0	16160	16119	27644	27050	0	0	0	0	0	0	0	0																													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0				0									70103			333258		32462			0																																																																							
726458																																																																																																																																																					0	0	3961	504	491	0	0	0	0	0	0	0	0	0	0	11814	11047	0	0	0	8194	7771	0	0	1605	393	1218	1926	1969	2273	522	149	386	0	0	126	1138	123	824																									0	0	0	0									0	0	0	0	0	0	1048	947	0	0	0	0	0	0	0	0		
726953																																																																																																																																																					0	0	118056	0	0	33269	32064	19567	19875	0	0	1660	1661	74630	70503	117486	118119	0	0	0	8901	8631	0	0	8612	750	13612	15025	20005	9500	2045	0	0	0	0	0	69953	0	59361																									0	0	0	0	0	0	69272	69953	0	0	0	0	0	0	0	0	0	0	18086	17999	0	0	0	0	41361	38439	0	0		
727174																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
728948																																																																																																																																																					0	0	36530	4029	3817	0	0	2000	2000	0	0	0	0	0	0	193345	182535	0	0	0	93008	87988	21249	19474	25222	6562	20660	42415	36800	64081	1237	0	0	0	0	0	10780	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
728957																																																																																																																																																					0	0	18495	0	0	0	0	17309	16495	0	0	0	0	0	0	109679	102420	0	0	0	43240	36921	0	0	2226	602	1997	7976	12039	37055	0	0	0	0	0	0	0	0	42751																									0	0	0	0									0	0	0	0	0	0	42649	42751	0	0	0	0	0	0	0	0		
729011																																																																																																																																																					0	0	92584	15024	15077	0	0	0	0	0	0	0	0	8541	7795	95706	91321	0	8541	7795	2989	2713	0	0	26482	5801	20681	21180	4423	18293	1511	0	212	0	0	15374	12387	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
729057																																																																																																																																																					0	0	23406	40224	40184	0	0	0	0	0	0	0	0	0	0	58093	58051	0	0	0	14554	14595	0	0	16985	6142	10843	15117	23708	2180	0	0	0	0	0	62	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
729178																																																																																																																																																					0	0	7229	0	0	0	0	0	0	0	0	0	0	41200	36318	29305	27658	0	20960	16554	8257	6572	0	0	3	741	0	0	7105	29518	14800	330	1029	56	8	996	0	6508	7766																									0	0	0	0									0	0	0	0	2465	2377	1524	1536	0	0	0	0	9131	8930	1159	1144		
729310																																																																																																																																																					0	0	246242	0	0	25530	24199	6822	6896	0	0	0	0	130499	125198	282413	276611	0	14595	13376	35567	33919	2525	2550	14601	52055	5530	9628	32039	53551	27132	9059	1563	0	0	3253	37126	79861	96313																									11470	38835	10953	38677									0	0	0	0	3342	3238	16173	16377	0	0	0	0	19413	19315	46868	46372		
729842																																																																																																																																																					0	0	8206	0	0	0	0	1750	1466	0	0	0	0	0	0	123076	118054	0	0	0	60065	59016	2750	2488	3982	1808	2174	9310	8551	41103	21120	0	0	0	0	3286	19416	1937	9349																									0	0	0	0									0	0	0	0	0	0	9787	8426	0	0	0	0	0	0	0	0		
729945																																																																																																																																																					1493	1488	6521	0	0	0	0	0	0	0	0	0	0	9431	9085	0	0	0	1629	1597	0	0	0	0	2250	1456	1271	924	458	777	0	5	23	0	0	3200	0	79	514																									0	0	0	0									0	0	0	0	488	484	0	0	0	0	0	0	42	41	0	0		
731050																																																																																																																																																					0	0	13481	2002	1981	0	0	0	0	0	0	0	0	3167	3130	25228	24132	65	3167	3130	0	0	0	0	5133	995	4135	2079	4834	473	0	0	0	0	0	0	1889	2024	10869																									0	0	0	0									0	0	1835	1889	0	0	13195	12006	0	0	0	0	0	0	0	0		
731247																																																																																																																																																					0	0	154028	253925	255527	0	0	0	0	0	0	0	0	0	0	957295	955584	0	0	0	388685	382645	0	0	85131	14702	70428	154013	112460	173679	117548	0	0	0	28750	86008	184751	5444	7801																									0	0	0	0	0	0	0	0	0	0	296746	299509	0	0	0	0	0	0	1609	1620	0	0	0	0	0	0	0	0		
731957																																																																																																																																																					0	0	2218	0	0	0	0	0	0	0	0	0	0	0	0	11247	11171	0	0	0	0	0	0	0	491	0	491	1744	0	0	0	0	0	454	1074	5626	1561	0	221																									0	0	0	0									0	0	0	0	0	0	219	221	0	0	0	0	0	0	0	0		
732178																																																																																																																																																					0	0	31404	4507	4398	0	0	0	0	0	0	0	0	259	232	89945	89280	0	259	232	23906	23932	0	0	12567	2072	10495	19355	14269	40638	0	0	0	0	0	2710	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
732253																																																																																																																																																					0	0	3803	1976	1976	0	0	0	0	0	0	0	0	1388	1277	9477	9181	0	1388	1277	7372	7074	0	0	2010	0	2010	76	91	3220	5040	0	131	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
732637																																																																																																																																																					0	0	2259	0	0	0	0	0	0	0	0	0	0	0	0	53747	48356	0	0	0	19761	17527	0	0	0	0	0	2491	3530	16130	3575	0	0	0	0	1895	12764	0	7971																									0	0	0	0	0	0	16170	14659	0	0	0	0	0	0	0	0	0	0	4376	4485	0	0	0	0	0	0	0	0		
732758																																																																																																																																																					0	0	10764	4465	4136	0	0	750	741	0	0	0	0	10	10	18076	16658	0	0	0	1602	1388	0	0	1491	2649	0	0	1317	2716	0	125	0	0	0	3620	3475	613	2153																									0	0	0	0									0	0	0	0	0	0	2786	2766	0	0	0	0	0	0	0	0		
732954																																																																																																																																																					0	0	701	0	0	0	0	0	0	0	0	0	0	0	0	59126	50917	0	0	0	40812	34229	0	0	0	0	0	323	585	40137	9873	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
733540																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	357	344	0	0	0	306	303	0	0	0	0	0	0	0	200	0	106	0	0	0	0	0	0	0	0	51																									0	0	0	0									0	0	0	0	51	41	0	0	0	0	0	0	0	0	0	0		
733559																																																																																																																																																					0	0	22181	11167	11158	0	0	0	0	0	0	0	0	20998	20695	15102	15032	0	2530	2514	0	0	0	0	4977	998	3979	8779	5770	11916	135	0	0	0	0	1921	2532	0	0																									0	0	0	0									2532	2401	1960	1921	0	0	0	0	0	0	0	0	0	0	0	0		
733661																																																																																																																																																					0	0	0	0	0	0	0	1800	1725	0	0	0	0	0	0	35047	32070	0	0	0	20616	19377	0	0	399	474	3942	4097	5132	7122	1950	0	0	0	0	580	8774	0	0																									0	1615	0	1712									0	0	8302	7193	0	0	0	0	0	0	0	0	0	0	0	0		
733755																																																																																																																																																					0	0	3899	5415	5415	0	0	0	0	0	0	0	0	0	0	8722	8670	0	0	0	310	300	0	0	2473	497	1975	3929	1289	978	0	2	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
733951																																																																																																																																																					0	0	72338	0	0	0	0	0	0	0	0	0	0	0	0	90705	82225	0	0	0	2554	2532	0	0	821	3490	781	1248	365	98	0	0	0	0	0	24644	41210	162	10226																									0	0	0	0									0	0	0	0	0	0	10782	10389	0	0	0	0	0	0	0	0		
734248																																																																																																																																																					0	0	110375	0	0	0	0	0	0	0	0	0	0	0	0	144057	125785	0	0	0	62631	54571	0	0	179	3500	179	1565	2728	39090	11009	0	0	0	0	3963	29157	1860	32735																									0	0	0	0									0	0	0	0	0	0	39795	34595	0	0	0	0	0	0	0	0		
734350																																																																																																																																																					0	0	44442	21483	21414	0	0	4901	4588	0	0	0	0	544	497	100353	97687	0	0	0	27471	26994	0	0	25440	23189	6306	7972	5625	22929	6219	2	70	176	51	6093	1543	1515	16541																									0	0	0	0									0	0	0	0	0	0	1202	1182	0	0	0	0	0	0	0	0		
734538																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75846	68538	0	0	0	175	175	0	0	181	175	0	0	0	0	0	0	6	1472	0	1020	65452	200	212																									0	0	0	0									0	0	0	0	0	0	424	413	0	0	0	0	0	0	0	0		
734613																																																																																																																																																					0	0	49957	0	0	0	0	0	0	0	0	0	0	0	0	111155	108373	0	0	0	11934	11070	0	0	0	0	0	1575	15537	7914	0	0	0	0	0	15171	37668	12658	17850																									0	0	0	0									0	0	0	0	0	0	30122	30508	0	0	0	0	0	0	0	0		
735067																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	992	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
735414																																																																																																																																																					10966	10962	12843	0	0	0	0	0	0	0	0	0	0	17984	17717	0	0	0	1559	1545	0	0	0	0	4138	1253	2885	8153	2710	0	0	0	0	0	71	1997	0	296	618																									0	0	0	0									0	0	0	0	914	840	0	0	0	0	0	0	0	0	0	0		
735441																																																																																																																																																					0	0	10706	5917	5932	0	0	200	200	0	0	0	0	0	0	22295	22304	0	0	0	6366	6370	5000	4998	10014	2984	7030	1713	6970	3593	0	0	0	13	1	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
735973																																																																																																																																																					0	0	12187	0	0	0	0	0	0	0	0	0	0	0	0	21789	19948	0	0	0	4925	4712	0	0	1257	1190	1257	1871	0	2059	0	0	164	87	293	7988	3969	322	748																									0	0	0	0									0	0	0	0	0	0	1083	942	0	0	0	0	0	0	130	128		
