"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
517441																																																																																																																																		416677	3180																																																																																																														
517674																																																																																																																																		1175492	5385	0	0	650632																																																																												650632																															
518037																																																																																																																																		1204901	11088																																																																																																														
518176																																																																																																																																		51468	300																																																																																																														
518354																																																																																																																																		75444	1658	0	1171	38933																																																																												37762																															
518877																																																																																																																																		180913	1508	0	98	133097																																																																												132999																															
519146																																																																																																																																		516607	3922																																																																																																														
519360																																																																																																																																		249156	2499																																																																																																														
519445																																																																																																																																		195257	1339																																																																																																														
519874																																																																																																																																		55859	1920																																																																																																														
520003																																																																																																																																		1576055	10008																																																																																																														
520423																																																																																																																																		384184	3723																																																																																																														
520777																																																																																																																																		408153	2367																																																																																																														
521158																																																																																																																																		596956	4796	0	662	339997																																																																												339335																															
521970																																																																																																																																		402135	2294	0	0	218898																																																																												218898																															
522034																																																																																																																																		115150	577	0	0	58564																																																																												58564																															
522454																																																																																																																																		82353	776																																																																																																														
522605																																																																																																																																		4672493	34315	0	0	3729653	80892	64594	16298	0	0	0	0	0	0	167490	313005	71501	80149	0	0	0	0	0	0	0	0	0	431158	0	9567	0	229063	232084	376342	1295882	2612087	0	0	0	0	0	0	0	0	0	0	0	0	780	156	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	413858	206929	0	98	59	206772	235162	377146	1298585	2874955	0	75429	649293	2874955	3729653	2644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
522669																																																																																																																																		393728	4431	0	1158	277822																																																																												276664																															
522753																																																																																																																																		465591	3065	0	7	249468																																																																												249461																															
523161																																																																																																																																		507541	3126																																																																																																														
524579																																																																																																																																		1058168	4011																																																																																																														
524757																																																																																																																																		82726	763																																																																																																														
524766																																																																																																																																		156620	1388																																																																																																														
524953																																																																																																																																		540106	5907	0	765	461196																																																																												460431																															
524971																																																																																																																																		780209	6026	0	0	588608	120747	114937	5810	0	649	0	649	0	0	27654	73560	4554	500	0	0	0	0	0	0	0	0	0	41810	0	1360	0	40450	142591	82012	102836	469198	35	35	0	0	0	35	1645	823	0	0	0	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115674	57837	0	0	19797	38040	142591	82012	122633	510889	0	16402	61317	510889	588608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
525053																																																																																																																																		909962	9646	0	925	712085	98594	81434	17160	0	0	0	0	0	0	12592	35324	11925	2000	0	0	0	0	0	0	0	0	0	38732	490	2145	80	31949	105814	54629	194855	557712	0	0	0	0	0	0	9856	4928	0	0	0	4928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25274	12637	0	0	0	12637	105814	54629	194855	592588	0	10926	97428	592588	711160	0	0	0	0	0	0	0	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
525549																																																																																																																																		3334131	24894	0	0	2753623																																																																												2753623																															
526452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-17448	14044	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19285	3857	0	3857	0	0	0	0	1658678	0	176	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14044	242	0	0	0	0	0	0	0	0	0	21066	605	0	0	0	0	0	0	1074183	0	33000	35000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			2175	0	2175	0																																																																																										
526519																																																																																																																																		1512087	6965	0	0	942178																																																																												942178																															
526854																																																																																																																																		677813	5266																																																																																																														
527057																																																																																																																																		254283	2339	0	0	204865																																																																												204865																															
527178																																																																																																																																		199075	1787	0	229	124671																																																																												124442																															
527600																																																																																																																																		1834444	6700	0	0	1241233																																																																												1241233																															
527749																																																																																																																																		120836	585	0	0	69169																																																																												69169																															
527954																																																																																																																																		34725218	963162	0	607210	30002115	2031023	1575747	455276	0	121006	5013	108635	7351	0	1076002	4332046	45710	111	16130	0	16130	0	0	0	0	0	0	3013303	79330	252432	978	1833809	2749599	5231316	1595775	24351495	196919	196919	20894	26952	0	149073	42265	21133	30	522	0	20581	0	0	0	0	0	0	0	0	0	0	0	0	22542	22542	0	0	0	22542	3072799	1536400	0	0	3290	1492522	2784023	5265053	1602455	26450068	0	1053011	801228	26450068	29394905	5093	0	0	0	0	0	0	0	0	0	0	0	0	1663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
528102																																																																																																																																		439941	1976																																																																																																														
528241																																																																																																																																		218723	2124	0	111	161026																																																																												160915																															
528849																																																																																																																																		1675596	17046	0	0	1464434																																																																												1464434																															
528960																																																																																																																																		2240710	22511	0	10690	1105704	363713	324197	39516	0	0	0	0	0	0	673121	52721	0	2830	0	0	0	0	0	0	0	0	0	58777	1898	1397	0	51844	1070922	93634	147863	920494	0	0	0	0	0	0	5748	2874	0	0	0	2874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94180	47090	0	0	0	45429	1070922	93634	147863	972695	0	18727	73932	972695	1095014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
529275																																																																																																																																		384458	3850	0	962	245252																																																																												244290																															
529341																																																																																																																																		959880	8373	0	0	764624																																																																												764624																															
529659																																																																																																																																		416305	4104																																																																																																														
529958																																																																																																																																		2999669	26189	0	3053	2062229	940326	597377	342949	0	0	0	0	0	0	0	170192	0	0	10325	0	10325	0	0	0	0	0	0	149056	3391	1870	0	99703	600768	525336	455497	1395780	3266	3266	0	0	0	3266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460429	230215	0	0	0	230215	600768	525541	455497	1674622	0	105108	227749	1674622	2059176	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
530655																																																																																																																																		548080	4353	0	383	322064																																																																												321681																															
530851																																																																																																																																		407529	1222																																																																																																														
531157																																																																																																																																		150246	915	0	0	128376																																																																												128376																															
531250																																																																																																																																		1062984	12247	0	2436	809936																																																																												807500																															
532042																																																																																																																																		808607	8329	0	2019	528749																																																																												526730																															
532453																																																																																																																																		70921	255	0	0	38953																																																																												38953																															
532752																																																																																																																																		130343	1208																																																																																																														
533124																																																																																																																																		381698	2660																																																																																																														
533227																																																																																																																																		100155	886	0	22	69193																																																																												69171																															
533535																																																																																																																																		237192	1025																																																																																																														
534073																																																																																																																																		56597	83																																																																																																														
534242																																																																																																																																		39798	105																																																																																																														
534466																																																																																																																																		231773	3168																																																																																																														
534756																																																																																																																																		339288	3106																																																																																																														
534859																																																																																																																																		104767	870																																																																																																														
534877																																																																																																																																		1040700	4592																																																																																																														
535034																																																																																																																																		233304	1741																																																																																																														
535575																																																																																																																																		153066	927	0	17	74753																																																																												74736																															
535753																																																																																																																																		3275311	33198	0	2026	2758900																																																																												2756874																															
535931																																																																																																																																		245529	3497	0	1444	170974	28089	21406	6683	0	0	0	0	0	0	189	44504	6039	0	0	0	0	0	0	0	0	0	0	14804	1	315	198	14129	22610	51502	42571	138230	113	113	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22610	51502	42571	139388	0	10300	21286	139388	169530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
535940																																																																																																																																		332915	1872	0	0	280424																																																																												280424																															
536059																																																																																																																																		2248800	24876	0	1961	1979589	243835	173289	70546	0	0	0	0	0	0	15753	44889	0	6179	0	0	0	0	0	0	0	0	0	56416	558	3321	0	45269	205438	118756	148594	1761598	5032	5032	0	5032	0	0	2035	1018	0	1018	0	0	338	68	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	75236	37618	0	0	0	37618	205438	124806	148594	1818412	0	24961	74297	1818412	1977628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
536349																																																																																																																																		539970	4477	0	0	389638																																																																												389638																															
536527																																																																																																																																		774864	12581	0	6503	486246																																																																												479743																															
536554																																																																																																																																		1114807	14818	0	4509	943549																																																																												939040																															
536853																																																																																																																																		69886	553																																																																																																														
537243																																																																																																																																		221409	2010																																																																																																														
537449																																																																																																																																		4320998	36631	0	0	3895711	137119	105554	31565	0	4797	481	3919	397	0	175951	249559	10618	0	0	0	0	0	0	0	0	0	0	272784	671	12437	1243	208224	289194	341000	402553	3251937	19126	19126	0	0	0	19126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426868	213434	0	126	939	212369	322316	352852	407354	3561977	0	70570	203677	3561977	3895711	38198	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
537551																																																																																																																																		405803	4930	0	500	354414																																																																												353914																															
537560																																																																																																																																		2495690	32058	0	15416	1358080	403521	365259	38262	0	493782	212	434840	60621	0	2712	208274	2570	1761	0	0	0	0	0	0	0	0	0	80205	989	6800	0	68214	376079	688176	666562	794736	1706	1706	36	0	0	1670	210	105	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40207	20104	0	0	0	20104	379423	794922	687995	837993	0	158984	343998	837993	1342664	4551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
538222																																																																																																																																		98989	490	0	0	65126	8352	6925	1427	0	0	0	0	0	0	12440	4991	656	0	6184	0	0	6184	0	0	0	0	0	8674	129	147	6	8392	19494	6565	19472	54018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19494	6860	19472	54018	0	1372	9736	54018	65126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
538473																																																																																																																																		1022009	7860	0	276	726392																																																																												726116																															
538754																																																																																																																																		465664	3759	0	0	351956																																																																												351956																															
538802	0	61	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	-9902	4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3395	679	0	0	0	679	0	0	9920	0	405	200	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4261	0	0	0	0	0	0	0	0	0	0	6392	0	0	0	0	0	0	0	1448765	0	0	40000	0	18487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
539032																																																																																																																																		2950523	24079	0	0	2153319	364720	322340	42380	0	0	0	0	0	0	156152	296087	5288	25231	0	0	0	0	0	0	0	0	0	297374	3090	3692	0	269951	490457	342176	341210	1766077	0	0	0	0	0	0	9962	4981	0	0	0	4981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64100	32050	0	0	0	32050	490457	358431	341210	1873540	0	71686	170605	1873540	2153319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
539340																																																																																																																																		606156	3481																																																																																																														
539377																																																																																																																																		319452	3911	0	1155	243507																																																																												242352																															
539452																																																																																																																																		166841	1560																																																																																																														
539872																																																																																																																																		382873	1775	0	0	176239																																																																												176239																															
540056																																																																																																																																		470290	3587																																																																																																														
540542																																																																																																																																		107878	262	0	0	27465																																																																												27465																															
540551																																																																																																																																		1919735	14943	0	0	1651457																																																																												1651457																															
540739																																																																																																																																		348344	2041																																																																																																														
540775																																																																																																																																		937635	7394	0	0	703466	91482	54895	36587	0	3000	0	3000	0	0	2932	43921	19246	2	0	0	0	0	0	0	0	0	0	46717	229	2196	141	41999	58056	86648	279855	523954	0	0	0	0	0	0	283	142	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43165	21583	0	0	4128	17455	58056	86648	284136	541414	0	17330	142068	541414	703466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
540850																																																																																																																																		58852	346	0	0	37817																																																																												37817																															
541101	2190000	0	0	0	0	0	0	420000	387000	33000	78000	0	810000	806000	4000	91000	0	50794000	2666000	723000	0	0	0	33000	28000	5000	1000	0	72489000	72489000	916000	5815000	0	23815000	3697000	37843000	403000	0	22345000	4469000	0	220000	0	3803000	2000	0	0	0	17976000	219000	0	4978000	1124000	11653000	2000	1890000	0	1770000	120000	0	0	0	0	8029000	120000	0	3107000	723000	0	0	0	3000	0	37000	161000	5000	0	4661000	1808000	0	0	0	19000	0	463000	153023000	984000	20920000	30946000	36013000	1303836000	3558000	1085000	0	0	0	0	0	0	5923000	76000	0	0	0	0	0	0	0	70762000	68511000	53581000	0	0	0	50000	199000	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
541231																																																																																																																																		401295	2971																																																																																																														
541307																																																																																																																																		176376	1959	0	651	105693																																																																												105042																															
541642																																																																																																																																		157720	720																																																																																																														
541754																																																																																																																																		303974	3259																																																																																																														
541857																																																																																																																																		658079	3909	0	0	435971																																																																												435971																															
542153																																																																																																																																		361098	3724																																																																																																														
542340																																																																																																																																		607348	6835																																																																																																														
542528																																																																																																																																		4290141	40536	0	3663	3219766	81708	52891	28817	0	0	0	0	0	0	171580	484162	72491	0	0	0	0	0	2493	0	0	0	0	330621	16273	11945	2751	132840	240744	524924	817640	2575220	93	93	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51673	25837	0	0	0	25837	240744	530628	817640	2605060	0	106126	408820	2605060	3216103	6076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
542667																																																																																																																																		631474	4576																																																																																																														
542854																																																																																																																																		35509	199	0	37	13336																																																																												13299																															
543262																																																																																																																																		3660167	25075																																																																																																														
543459																																																																																																																																		943759	11271	0	1882	757925																																																																												756043																															
543945																																																																																																																																		638258	5721	0	0	523895																																																																												523895																															
544335																																																																																																																																		563128	3356																																																																																																														
544447																																																																																																																																		147515	1237																																																																																																														
544652																																																																																																																																		1032319	10652	0	762	804909																																																																												804147																															
544951																																																																																																																																		51961	746	0	212	42726																																																																												42514																															
545604																																																																																																																																		1234701	9376	0	0	892183																																																																												892183																															
546003																																																																																																																																		3068942	21153	22	0	2552011																																																																												2551989																															
546320																																																																																																																																		106007	972																																																																																																														
546535																																																																																																																																		525548	4628																																																																																																														
546544																																																																																																																																		2249066	19879	0	0	2132801																																																																												2132801																															
547251																																																																																																																																		127844	1309																																																																																																														
547550																																																																																																																																		213915	1779																																																																																																														
547840																																																																																																																																		3190224	20746	0	0	2457059	275117	250670	24447	0	0	0	0	0	0	315147	518970	39169	120477	0	0	0	0	0	0	0	0	0	151374	734	22034	1490	79625	566551	572535	427500	1629630	4948	4948	0	0	0	4948	20	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759930	379965	0	2080	80076	297809	566551	574755	507576	1940032	0	114951	253788	1940032	2457059	46	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
548052																																																																																																																																		286852	2178	0	43	173600																																																																												173557																															
548267																																																																																																																																		357206	5263																																																																																																														
548351																																																																																																																																		3267608	35476																																																																																																														
548472																																																																																																																																		123057	846	0	0	69797																																																																												69797																															
548771																																																																																																																																		1067519	8598	0	0	810811																																																																												810811																															
549862																																																																																																																																		658347	5861	0	1062	426329	47685	42374	5311	0	0	0	0	0	0	31739	195553	3477	0	0	0	0	0	0	0	0	0	0	21088	0	343	0	20745	74113	201207	163572	234163	75	75	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60047	30024	0	0	0	30024	74113	201207	163572	273435	0	40241	81786	273435	425267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
550279																																																																																																																																		1008303	5363																																																																																																														
550354																																																																																																																																		157526	1620																																																																																																														
550448																																																																																																																																		91364	1287																																																																																																														
550635																																																																																																																																		737221	5448	0	0	485306																																																																												485306																															
550653																																																																																																																																		62222	793																																																																																																														
550952																																																																																																																																		389455	1445																																																																																																														
551016																																																																																																																																		398683	2968	0	0	238703																																																																												238703																															
552059																																																																																																																																		523099	5233	0	0	424678																																																																												424678																															
552161																																																																																																																																		2109952	20764	0	0	1886739																																																																												1886739																															
552545																																																																																																																																		459413	2881	0	0	363058																																																																												363058																															
552956																																																																																																																																		97058	551																																																																																																														
552974																																																																																																																																		455240	4033	0	0	346334	82848	62083	20765	0	0	0	0	0	0	12588	21833	4265	0	0	0	0	0	0	0	0	0	0	25173	0	2214	0	22841	74671	48340	37409	298094	237	237	0	0	0	237	0	0	0	0	0	0	27	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3178	1589	0	0	0	1589	74671	48340	38201	310215	0	9668	19101	310215	346334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
553038																																																																																																																																		305535	3671																																																																																																														
553926																																																																																																																																		239423	1552	0	0	153191	13028	11338	1690	0	0	0	0	0	0	2136	61738	6877	0	3571	0	3571	0	0	0	0	0	0	11178	78	1467	244	7801	13552	68466	65853	96938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17856	8928	0	0	0	8928	13552	68466	65853	106382	0	13693	32927	106382	153191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
553944																																																																																																																																		455921	4404	0	915	290722																																																																												289807																															
554343																																																																																																																																		190462	1923																																																																																																														
554857																																																																																																																																		2101863	19057	0	0	1580806	160289	146315	13974	0	412847	11	335764	124875	7	13286	122621	3593	19248	0	0	0	0	0	0	0	0	0	98741	3000	8869	1308	82430	162612	492183	358361	1166375	25882	25882	0	0	0	25882	1275	638	0	0	0	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83075	41538	0	0	0	41538	188667	492183	358361	1246328	0	98437	179181	1246328	1580806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
555256																																																																																																																																		255908	1993																																																																																																														
556459																																																																																																																																		743443	6208	0	0	532491																																																																												532491																															
556936																																																																																																																																		1757504	13125																																																																																																														
557317																																																																																																																																		3117180	27660	0	0	2655682	76641	51352	25290	0	25047	0	13116	0	12250	45755	191899	17772	0	21279	0	21279	0	0	0	0	0	0	203978	0	10581	230	118000	98775	273598	439790	2248372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203055	101528	0	0	0	101528	98775	273973	439790	2357674	0	54795	219895	2357674	2655682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
557858																																																																																																																																		6783388	49983	0	0	5511379	331242	261669	69573	0	0	0	0	0	0	38251	1467515	193929	96128	0	0	0	0	0	0	0	0	0	309013	3197	2977	0	287585	316965	1600485	797173	3954260	72792	72792	0	0	0	72792	4019	2010	0	0	0	2010	37	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	895198	447599	824	1029	8344	437402	529547	1601514	805564	4625335	0	320303	402782	4625335	5511379	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
559179																																																																																																																																		44332	150																																																																																																														
560214																																																																																																																																		106831	597																																																																																																														
560353																																																																																																																																		211211	539	0	0	76834																																																																												76834																															
560438																																																																																																																																		76245	506																																																																																																														
560830																																																																																																																																		118221	708																																																																																																														
