"IDRSSD"	RCFDA591	RCFDB705	RCFDB706	RCFDB707	RCFDB708	RCFDB709	RCFDB710	RCFDB711	RCFDB726	RCFDB727	RCFDB728	RCFDB729	RCFDB730	RCFDB731	RCFDB732	RCFDB733	RCFDB734	RCFDB735	RCFDB736	RCFDB737	RCFDB738	RCFDB739	RCFDB740	RCFDB741	RCFDB742	RCFDB743	RCFDB744	RCFDB745	RCFDB746	RCFDB776	RCFDB779	RCFDB780	RCFDB781	RCFDB782	RCFDB783	RCFDB786	RCFDB787	RCFDB788	RCFDB789	RCFDB790	RCFDB796	RCFDB797	RCFDB803	RCFDB804	RCFDB805	RCFDB806	RCFDB807	RCFDB808	RCFDB809	RCFDC407	RCFDF699	RCFDHU09	RCFDHU10	RCFDHU11	RCFDHU12	RCFDHU13	RCFDHU14	RCFDHU15	RCFDHU16	RCFDHU17	RCFDHU18	RCONA591	RCONB705	RCONB711	RCONB733	RCONB739	RCONB740	RCONB746	RCONB776	RCONB782	RCONB783	RCONB789	RCONB790	RCONB796	RCONB797	RCONB803	RCONB804	RCONB805	RCONB806	RCONB807	RCONB808	RCONB809	RCONC407	RCONF699	RCONHU09	RCONHU15	RCONHU19	RIADB747	RIADB748	RIADB749	RIADB750	RIADB751	RIADB752	RIADB753	RIADB754	RIADB755	RIADB756	RIADB757	RIADB758	RIADB759	RIADB760	
508270																																																																																																						
508346																																																																																																						
508355																																																																																																						
509811																																																														48969	0	0	0	0	0	0	0	0			0	0	0	0	0	598542					0	131	0	0		0						0	0						0	
509857																																																																																																						
509950																																																														0	2490846	0	64641	0	76252	0	0	0	0	0	0	0	0	0	0	10832115	0	0	0	0		23849	0	0	0	0						0	0						0	
510330																																																																																																						
510871	0	2113171	0	0	0	0	0	0								9259	0	0	0	0	0	0	8298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	84	0	168	3571411	0	0	0	0		6924	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
510938																																																																																																						
510947																																																																																																						
511832																																																																																																						
513256																																																														0	0	0	0	0	0	0	0	0			1042	0	507	0	1042	0					0	0	0	0		0						0	0						0	
513322																																																																																																						
513340																																																																																																						
513546																																																																																																						
513854																																																																																																						
514048																																																																																																						
514057																																																																																																						
514066																																																																																																						
514132																																																																																																						
514356																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
514655																																																																																																						
514936																																																																																																						
515979																																																																																																						
516154																																																																																																						
516855																																																																																																						
516873																																																																																																						
517049																																																																																																						
517357																																																																																																						
517441																																																																																																						
517674																																																																																																						
518037																																																																																																						
518176																																																																																																						
518354																																																																																																						
518877																																																																																																						
519146																																																																																																						
519360																																																																																																						
519445																																																																																																						
519874																																																																																																						
520003																																																																																																						
520423																																																																																																						
520777																																																																																																						
521158																																																																																																						
521970																																																																																																						
522034																																																																																																						
522454																																																																																																						
522605																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	610077					0	0	0	0		0						0	0						0	
522669																																																																																																						
522753																																																																																																						
523161																																																																																																						
524579																																																																																																						
524757																																																																																																						
524766																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
524953																																																																																																						
524971																																																														0	0	0	0	0	0	0	0	0			1992	0	32	0	0	0						0	0	0		0						0	0						0	
525053																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
525549																																																																																																						
526452	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0						0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
526519																																																																																																						
526854																																																														0	0	0	0	0	0	0	18500	18500			0	0	0	0	0	0						0	0	0		0						0	0						0	
527057																																																																																																						
527178																																																																																																						
527600																																																																																																						
527749																																																																																																						
527954																																																														2129535	350527	0	5022	0	2049	0	0	0	0	0	262154	0	6324	0	262154	3843377	0	0	0	0	0	2813	0	0	0	0						0	0						0	
528102																																																																																																						
528241																																																																																																						
528849																																																																																																						
528960																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
529275																																																																																																						
529341																																																																																																						
529659																																																																																																						
529958																																																														13765	0	0	0	0	0	0	0	0			362	0	362	0	252	81008						977	0	0		0						0	0						0	
530655																																																																																																						
530851																																																																																																						
531157																																																																																																						
531250																																																																																																						
532042																																																																																																						
532453																																																																																																						
532752																																																																																																						
533124																																																																																																						
533227																																																																																																						
533535																																																																																																						
534073																																																																																																						
534242																																																																																																						
534466																																																																																																						
534756																																																																																																						
534859																																																																																																						
534877																																																																																																						
535034																																																																																																						
535575																																																																																																						
535753																																																																																																						
535931																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
535940																																																																																																						
536059																																																														38976	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
536349																																																																																																						
536527																																																																																																						
536554																																																																																																						
536853																																																																																																						
537243																																																																																																						
537449																																																														490147	0	0	0	0	0	0	0	0			272	0	1	0	0	1141					0	0	0	0		0						0	0						0	
537551																																																																																																						
537560																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
538222																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
538473																																																																																																						
538754																																																																																																						
538802	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0						0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
539032																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
539340																																																																																																						
539377																																																																																																						
539452																																																																																																						
539872																																																																																																						
540056																																																																																																						
540542																																																																																																						
540551																																																																																																						
540739																																																																																																						
540775																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	133714						0	0	0		0						0	0						0	
540850																																																																																																						
541101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
541231																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
541307																																																																																																						
541642																																																																																																						
541754																																																																																																						
541857																																																																																																						
542153																																																																																																						
542340																																																																																																						
542528																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	333196					0	0	0	0		0						0	0						0	
542667																																																																																																						
542854																																																																																																						
543262																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
543459																																																																																																						
543945																																																																																																						
544335																																																																																																						
544447																																																																																																						
544652																																																																																																						
544951																																																																																																						
545604																																																																																																						
546003																																																																																																						
546320																																																																																																						
546535																																																																																																						
546544																																																																																																						
547251																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
547550																																																																																																						
547840																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	244677					0	638	0	0		0						0	0						0	
548052																																																																																																						
548267																																																																																																						
548351																																																														2211	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
548472																																																																																																						
548771																																																																																																						
549862																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
550279																																																																																																						
550354																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
550448																																																																																																						
550635																																																																																																						
550653																																																																																																						
550952																																																																																																						
551016																																																																																																						
552059																																																																																																						
552161																																																																																																						
552545																																																																																																						
552956																																																																																																						
552974																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	41345	0					0	0	0	0		0						0	0						0	
553038																																																																																																						
553926																																																														521	0	0	0	0	0	0	0	0			0	0	0	0	0	11258						0	0	0		0						0	0						0	
553944																																																																																																						
554343																																																																																																						
554857																																																														0	0	0	0	0	0	0	0	0			189353	0	3700	0	189353	0					0	0	0	0		0						0	0						0	
555256																																																																																																						
556459																																																																																																						
556936																																																														0	0	0	0	0	0	0	0	0			253231	0	1944	0	38790	214441						0	0	0		0						0	0						0	
557317																																																														75847	0	0	0	0	0	0	0	0			36821	0	2272	0	36821	0						0	0	0		0						0	0						0	
557858																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
559179																																																																																																						
560214																																																																																																						
560353																																																																																																						
560438																																																																																																						
560830																																																																																																						
561145																																																																																																						
561574																																																																																																						
561659																																																														0	0	0	0	0	0	0	0	0			14274	0	14274	0	0	0					0	0	0	0		0						0	0						0	
561864																																																																																																						
562058																																																																																																						
563233																																																																																																						
563336																																																																																																						
563457																																																																																																						
563934																																																																																																						
564052																																																																																																						
564324																																																																																																						
564463																																																																																																						
564557	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0						0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
564678																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
564838																																																																																																						
565143																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
565170																																																																																																						
565536																																																																																																						
565750																																																																																																						
565844																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
566056																																																																																																						
566243																																																																																																						
567240																																																																																																						
567679																																																																																																						
567736																																																																																																						
568126																																																																																																						
568135																																																																																																						
568359																																																														0	0	0	0	0	0	0	46	0			4926	46	46	0	0	0					0	0	0	0		0						0	0						0	
568377																																																																																																						
568470																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	110701					0	0	0	0		0						0	0						0	
568939																																																																																																						
570558																																																																																																						
570651																																																																																																						
571135																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
571265																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	228846						161	0	0		0						0	0						0	
571920																																																																																																						
571957																																																																																																						
572347																																																																																																						
572374																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	84505						0	0	0		0						0	0						0	
572459																																																																																																						
572655																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
573036																																																																																																						
573335																																																																																																						
574079																																																																																																						
574949																																																																																																						
574976																																																																																																						
575133																																																																																																						
575254																																																														0	127969	0	6015	0	2981	0	0	0			308075	0	72711	0	248075	1356501					0	0	0	0		0						0	0						0	
575348																																																																																																						
575375																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	71260						0	0	0		0						0	0						0	
575759																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
575834																																																																																																						
576354																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	23775	0					0	0	0	0		0						0	0						0	
576578																																																																																																						
576608																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	161722					0	0	0	0		0						0	0						0	
576644																																																																																																						
576952																																																																																																						
577128																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	319664					0	0	0	0		0						0	0						0	
577137																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
577230																																																																																																						
578116																																																																																																						
578237																																																																																																						
578255																																																																																																						
578554																																																																																																						
578741																																																																																																						
578862																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
579140																																																																																																						
579319																																																																																																						
579364																																																																																																						
579636																																																																																																						
580155																																																																																																						
580548																																																														0	0	0	0	0	0	0	0	0			33218	0	425	0	33218	163502					0	0	0	0		0						0	0						0	
580847																																																																																																						
580874																																																																																																						
581237																																																																																																						
581358																																																																																																						
582654																																																																																																						
582878																																																																																																						
582953																																																																																																						
582971																																																																																																						
583071																																																																																																						
583268																																																																																																						
583352																																																																																																						
583754																																																																																																						
583905																																																																																																						
584724																																																																																																						
584920																																																																																																						
585749																																																																																																						
586027																																																																																																						
586072																																																																																																						
586335																																																																																																						
586960																																																																																																						
587677																																																																																																						
587800																																																														336385	0	0	0	0	0	0	0	0			0	0	0	0	0	785561					0	1091	0	0		0						0	0						0	
588245																																																																																																						
588348																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
589158																																																																																																						
589523																																																																																																						
589943																																																														0	0	0	0	0	0	0	0	0			6225	0	130	0	904	550						0	0	0		0						0	0						0	
590220																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	722325						0	0	0		0						0	0						0	
590640																																																																																																						
590976																																																																																																						
591209																																																																																																						
591320																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	105841	0					0	0	0	0		0						0	0						0	
591357																																																																																																						
591366																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
592448																																																														120199	1289	0	0	0	0	0	0	0			0	0	0	0	0	12848					0	1313	0	0		0						0	0						0	
592550																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
592644																																																																																																						
593007																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	421305					0	387	0	0		0						0	0						0	
593052																																																																																																						
593249																																																																																																						
593333																																																																																																						
593771																																																																																																						
593940																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
594433																																																																																																						
594451																																																																																																						
594853																																																																																																						
594938																																																																																																						
594947																																																														0	0	0	0	0	0	0	0	0			1911	0	1911	0	1911	1211039					0	731	0	0		0						0	0						0	
595270																																																														0	6267169	0	450340	0	1281562	0	0	0	0	0	30963	0	27465	0	3123	11339537	0	0	0	0		19602	0	0	0	0						0	0						0	
595337																																																																																																						
595430																																																														30935	0	0	0	0	0	0	0	0			0	0	0	0	0	529						0	0	0		0						0	0						0	
595869	100498	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
595944																																																																																																						
596062																																																																																																						
596156																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
596277																																																																																																						
596455																																																																																																						
596978																																																																																																						
597041																																																																																																						
597313																																																																																																						
597452																																																																																																						
597546																																																																																																						
597658																																																																																																						
598002																																																														0	0	0	0	0	0	0	0	0			2039	0	15	0	0	26455					0	0	0	0		0						0	0						0	
598048																																																																																																						
598132																																																																																																						
598543																																																																																																						
599643																																																																																																						
599764																																																														60	0	0	0	0	0	0	0	0			0	0	0	0	0	332021					0	0	0	0		0						0	0						0	
600419																																																																																																						
601032																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
601041																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	40736					0	0	0	0		0						0	0						0	
601050																																																														1497679	39558	0	1519	0	660	0	0	0	0	0	0	0	0	0	0	968229	0	0	0	0	0	448	0	0	0	0						0	0						0	
601153																																																																																																						
601416																																																														181958	0	0	0	0	0	0	0	0			3632	0	3632	0	0	297790					0	1217	0	0		0						0	0						0	
601443																																																																																																						
601658																																																																																																						
602543																																																																																																						
602842																																																																																																						
603232																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
603540																																																																																																						
603559																																																																																																						
603755																																																																																																						
604024																																																																																																						
604033																																																																																																						
604547																																																																																																						
604640																																																																																																						
605571																																																																																																						
605610																																																																																																						
605656																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	138155					0	0	0	0		0						0	0						0	
606176																																																																																																						
606653																																																																																																						
607146																																																																																																						
608358																																																																																																						
608844																																																																																																						
609010																																																																																																						
609467																																																																																																						
609476																																																																																																						
609609																																																																																																						
609832																																																																																																						
610128																																																																																																						
610164																																																																																																						
610539																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
610557																																																																																																						
610913																																																																																																						
611031																																																																																																						
612159																																																																																																						
612878																																																																																																						
613008																																																														0	0	0	0	0	0	0	0	0	0	0	123783	0	1524	0	123783	107853	0	0	0	0	0	0	0	0	0	0						0	0						0	
613156																																																																																																						
613400																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	151806					0	0	0	0		0						0	0						0	
613558																																																																																																						
613679																																																														12240	0	0	0	0	0	0	0	2233			16618	0	78	0	16618	184856					0	171	0	0		0						0	0						0	
613839																																																																																																						
613950																																																																																																						
613978																																																																																																						
614256																																																																																																						
614313																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	1483153					0	0	0	0		0						0	0						0	
614368																																																																																																						
614751																																																														0	0	0	0	0	0	0	0	0			13824	0	37	0	0	69						0	0	0		0						0	0						0	
614948																																																																																																						
615217																																																																																																						
615253																																																																																																						
615851																																																																																																						
615879																																																																																																						
615954																																																																																																						
616036																																																																																																						
616540																																																																																																						
617079																																																																																																						
617145																																																																																																						
617275																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
617743																																																																																																						
618647																																																																																																						
618740																																																																																																						
618777																																																																																																						
618807																																																														102522	0	0	0	0	0	0	0	0			647	0	647	0	0	2813250					0	1933	0	0		0						0	0						0	
619701																																																																																																						
619859																																																																																																						
