"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDPV23	RCFDPV24	RCFDPV25	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONPV23	RCONPV24	RCONPV25	
148171																																																																																																		0	0	0							870	798	341	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0				103	0	4	0	0	0	0	0	0	0	0	0	0	0	0		829	0	621	336	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	139	0	0	139	0	0	0		0	0																															53	5	37	11	0	0													0	0	0	
148238																																																																																																		0	0	0							1153	8637	0	183	45	0	1815	0	504	641	0	232	0	0	0	0	0	0				0	0	0	45	0	183	0	0	0	0	0	0	0	0	0		79	0	3123	0	196	0								0	119	0	0	0	54	2621	0	0	0	2	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															75	0	99	2	0	0													0	0	0	
148340																																																																																																		0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
148470																																																																																																		0	0	0							0	1304	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				426	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	878	146	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
148715																																																																																																		0	0	0							430	639	0				0	0	0	43	0	0	87	0	0	0	0	0				0	0	0	105	0	10	0	0	0	0	0	0	0	0	0		253	19	182	0	0	0								0	0	0	0	0	0	0	0	0	0	125	0				0	0	125	0	0	0	0	0	0	0	0	0		0	0																															43	0	10	179	0	13													0	0	0	
149150																																																																																																		0	0	0							2113	1562	0				0	0	462	264	0	1265	0	0	0	0	0	0				0	0	0	234	0	228	0	0	0	0	0	0	0	0	0		120	0	23	0	0	0								0	0	0	0	0	0	1041	0	0	0	0	0				0	0	328	0	0	0	0	0	0	0	0	0		0	0																															0	0	32	0	0	6													0	0	0	
150035																																																																																																		0	0	0	0	0	0	0	0	0	1332	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	100	11	0	0	0	0	0	0	0	0	0	0	0	0	624	34	0	0	0	0	0	0			0	0	0	0	0	0	0	44	0	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150044																																																																																																		0	0	0							493	1127	70	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0				91	0	0	7	0	0	0	0	0	0	0	0	0	0	0		191	48	963	70	66	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	213	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
150727																																																																																																		33	0	0							4263	3665	0	0	0	0	1595	0	47	0	0	737	0	0	1752	0	0	0				100	0	329	0	0	0	0	0	0	0	0	0	0	0	0		691	12	701	0	102	0								0	0	0	0	0	0	0	1134	0	0	333	359				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	3													0	0	0	
151957																																																																																																		0	0	0							9594	12316	5191	165	3635	215	490	4489	1162	1973	98	565	0	0	635	0	0	0				0	0	0	3635	215	165	0	0	0	0	0	0	0	0	0		308	14	3339	254	0	0								0	167	0	0	960	1293	570	1893	51	0	4313	147				0	0	82	81	0	570	40	0	511	0	0	0		0	0																															32	16	0	217	68	32													0	0	0	
152057																																																																																																		0	0	0							702	1573	386				35	0	70	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	256	386	0	0								0	0	0	0	0	0	974	0	0	0	583	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															214	0	49	94	0	0													0	0	0	
152253																																																																																																		0	0	0							4	2170	221	0	0	0	492	149	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1247	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															383	69	4	48	3	0													0	0	0	
152440																																																																																																		0	0	0							4284	703	0	448	0	0	46	0	944	0	0	881	0	0	0	0	0	0				40	0	0	0	0	448	0	0	0	0	0	0	0	0	0		1678	0	483	0	0	0								0	0	0	0	0	0	28	0	0	0	87	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															106	0	246	0	0	0													0	0	0	
153054																																																																																																		0	0	0							0	180	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	159	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
153353																																																																																																		0	0	0							9393	6366	1589	0	0	0	1296	98	149	659	981	2581	0	0	0	0	0	0				128	0	0	765	503	1375	0	0	0	0	0	0	0	0	0		684	77	1746	0	145	0								325	0	0	0	300	0	151	764	0	0	3540	612				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															144	0	22	243	7	53													0	0	0	
154154																																																																																																		0	0	0							14329	808	0	22	0	0	275	0	5851	0	0	0	0	0	0	0	0	0				0	0	0	0	0	22	0	0	0	0	0	0	0	0	0		1459	0	143	0	0	0								322	0	0	0	0	0	0	0	0	0	2639	4333				0	0	4359	0	0	0	0	0	0	0	0	0		0	0																															63	0	25	5	0	0													0	0	0	
154770																																																																																																		0	0	0							59832	3939	0	0	0	0	0	0	7697	0	0	0	0	0	162	0	0	0				326	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3809	2082	2289	0	0	0								0	0	0	0	12160	23289	0	812	0	0	0	10620				0	0	40960	0	0	0	0	0	0	0	0	0		0	0																															486	0	0	26	0	13													0	0	0	
155759																																																																																																		0	0	0							309	3132	422	0	0	0	2269	126	174	0	0	0	0	0	0	0	0	0				0	0	0	606	259	135	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															54	37	0	203	0	0													0	0	0	
156457																																																																																																		0	314	0							544	981	1074	0	0	0	77	0	0	0	618	544	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	134	0	0								0	0	0	0	0	0	0	902	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	8	0	2	0	0													0	0	0	
156970																																																																																																		0	0	0							1755	1530	1027				420	0	58	0	0	108	0	0	0	0	0	0				0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	1325	0	904	1009	0	0	0	0						0	21	0	0	0	29	19	0	0	0	44	0	164	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				142	5	43	24	13	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157155																																																																																																		0	0	0							0	247	7	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0				2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	8	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															50	0	0	28	7	0													0	0	0	
157379																																																																																																		0	0	0							1133	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	9	0	0	0	0	0	0	0	0	0	0	0	0		857	264	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	3	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	3													0	0	0	
157650																																																																																																		0	0	0							1072	276	1720				0	0	486	0	0	0	0	0	0	0	0	0				0	75	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	271	0	0	72								0	0	0	0	0	0	0	0	1573	0	586	0				0	0	0	0	0	419	0	0	287	0	0	0		0	0																															5	0	0	0	0	0													0	0	0	
157744																																																																																																		0	0	0							459	1706	475	0	0	0	209	0	0	801	400	0	0	0	0	0	0	0				151	0	0	0	47	0	0	0	0	28	0	0	0	0	0		118	0	84	12	115	0								0	0	0	0	0	0	312	0	0	0	234	55				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															3	7	28	3	9	24													0	0	0	
157856																																																																																																		0	0	0							0	349	21				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	215	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															117	21	0	17	0	0													0	0	0	
158376																																																																																																		0	0	0							0	195	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	195	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
158741																																																																																																		0	0	0							59	1103	0				90	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		59	0	0	0	0	0								0	0	0	0	0	0	0	1000	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															5	0	0	8	0	0													0	0	0	
159636																																																																																																		0	0	0	0	0	0	0	0	0	22808	17989	1	0	1	0	685	0	48	0	0	61	0	0	0	0	0	0	0	0	0	1024	0	2029	112	1	0	0	0	0	0	0	0	0	0	0	0	11967	180	13328	0	34	0	0	0			0	0	0	0	2514	0	0	1564	5325	0	0	0	0	1613	0	1676	0	2435	1676	0	7673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3625	0	0	0	0	0	1613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	12	156	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
159645																																																																																																		0	0	0							0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	239	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															75	0	0	31	0	0													0	0	0	
159953																																																																																																		0	0	0							4	1919	171	0	10	0	525	0	0	0	0	0	0	0	0	0	0	0				0	0	0	26	1	0	0	0	0	0	0	0	0	0	0		4	0	416	170	0	0								0	0	0	0	0	0	920	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															32	0	0	0	0	0													0	0	0	
159971																																																																																																		0	0	0							0	2301	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2214	112	87	64								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
160360																																																																																																		0	0	0							2092	517	272	0	0	0	0	0	1597	0	0	0	0	0	0	0	0	0				318	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	170	272	29	0								0	0	0	0	0	0	0	0	0	0	495	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
160454																																																																																																		0	0	0							50	0	0				0	0	0	0	0	50	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
160959																																																																																																		73	0	1112	0	0	0	0	0	0	47481	17568	862	0	0	0	46	38	25005	0	0	0	0	0	280	1544	362	3498	0	0	0	687	0	61	442	19	191	0	0	0	28	31	0	0	0	0	0	3517	85	6478	0	822	0	0	0			0	0	0	0	3541	774	0	0	0	1058	4372	0	0	7324	9880	0	0	1603	0	0	3828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	1945	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	19	0	26	0	0	1945	0	0	0	0	0	0	0	0	0	0	0	0	
161273																																																																																																		0	0	0							11575	15783	0	0	0	0	60	0	486	0	0	0	312	0	0	0	0	0				75	0	692	0	0	0	0	0	0	0	0	0	0	0	0		8819	82	1776	0	0	0								3662	0	0	0	0	0	5490	4388	0	0	227	1269				0	0	0	34	0	486	17	0	334	0	0	0		0	0																															0	0	0	20	0	0													0	0	0	
161602																																																																																																		0	0	0	0	0	0	0	0	0	33935	28374	1173	0	0	0	2717	112	2575	0	0	0	361	0	15234	0	0	0	0	0	0	1957	162	940	0	0	0	0	0	0	0	0	0	0	0	0	0	9230	84	11511	0	230	0	0	0			0	0	0	0	45	0	0	0	867	929	624	0	0	3124	1881	255	0	1206	366	1	7517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867	0	0	0	0	0	3052	0	0	755	0	0	1637	0	0	0	111	1	0	0	0	0	0	0	0	9388	733	0	612	166	0	0	0	1637	0	0	0	111	1	0	0	0	0	0	0	0	
162337																																																																																																		0	0	0							6734	7045	111	0	0	0	73	0	124	303	0	0	371	0	0	0	0	0				482	0	168	119	0	0	0	0	0	19	57	0	0	0	0		3227	236	2430	23	137	0								656	87	0	0	1524	231	0	893	0	0	497	75				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															782	2	336	693	29	316													0	0	0	
163343																																																																																																		0	0	0							120	2821	255				445	0	0	197	0	0	0	0	0	0	0	0				0	0	17	0	124	0	0	0	0	0	0	0	0	0	0		103	0	796	131	45	0								1134	0	0	0	0	0	78	46	0	0	0	0				0	37	0	0	0	0	0	0	0	0	0	0		0	0																															26	0	0	54	0	0													0	0	0	
163549																																																																																																		0	0	0	0	0	0	0	0	0	15333	844	0	0	0	0	320	0	6307	0	0	0	174	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0	101	0	0	0	0	0			0	0	0	0	0	0	0	0	0	249	0	0	0	4861	3265	0	0	0	0	0	3658	364	0	5340	19	0	1654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2997	0	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	661	0	0	0	0	0	0	0	0	0	0	0	0	
163857																																																																																																		0	0	0							10559	6136	412	0	0	0	331	20	8630	167	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		225	41	1487	392	334	0								0	2076	0	0	0	1632	0	1656	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	85	0	31													0	0	0	
164153																																																																																																		0	0	0							52	22	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	21	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	52	1	0	0													0	0	0	
164331																																																																																																		0	0	0							725	5186	0	0	0	0	532	0	30	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		474	0	3456	0	0	0								0	0	0	0	0	0	922	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	276	0	221													0	0	0	
164377																																																																																																		0	0	0							205	285	0				2	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		154	51	272	0	11	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
164957																																																																																																		0	0	0							326	1128	0				0	0	53	0	0	29	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		244	0	557	0	0	0								300	0	0	0	0	0	271	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
164975																																																																																																		0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
165628	0	0	0	19808	3737	22107	0	0	0	100472	57919	4455	0	0	0	2358	793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	401	0	0	0	0			0	0	0	6117	317	5857	542	0	29015	1144	0	823	681	0	603	0	0	0	0	0	0	0	0	21425	0	0	0	0	0	0	0	0	0	962	0	331	838	0	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	7811	0	10167							1672	0	1788														17443	1668	13209	0	2542	0								0	0	0	0	0	715	1161	3381	0	0	8239	31454	542	0	6776																0	0	0	0	0	0	0	0	0	0	0	264	0	0	550										0	0	0																									
165758																																																																																																		0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
166111																																																																																																		0	0	0							2114	3496	416	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0				0	0	34	0	0	0	0	0	0	0	0	0	0	0	0		2039	26	3432	285	50	131								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	13	0	15													0	0	0	
166531																																																																																																		0	0	0							15251	5528	0	0	0	0	153	0	1009	0	0	183	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8822	0	1638	0	445	0								432	88	0	0	1100	1922	2763	0	0	0	0	2176				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	9	0	39													0	0	0	
166652																																																																																																		0	0	0	0	0	0	0	0	0	44	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	156	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167453																																																																																																		0	0	0							12	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	1													0	0	0	
167752																																																																																																		0	0	0							0	220	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
168571																																																																																																		0	0	0							0	495	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0								0	0	0	0	0	0	192	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															11	0	0	0	0	0													0	0	0	
169354																																																																																																		0	0	0							1051	553	0	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	1051	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	2	0	0													0	0	0	
169653																																																																																																		0	0	0	0	0	0	0	0	0	8154	14566	1912	0	0	0	5045	1369	1717	0	0	0	364	0	0	0	0	0	0	0	0	4019	144	3190	25	0	0	0	0	0	10	11	0	0	0	0	0	2675	45	1820	0	37	171	0	0			0	0	0	0	0	0	0	0	0	2333	902	0	217	178	346	361	0	126	361	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169756																																																																																																		1197	0	0							10419	6275	133	0	0	0	612	13	7075	0	0	0	0	0	0	0	0	0				68	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2651	120	10	0								0	0	0	0	0	0	182	1527	0	0	0	3344				0	0	0	4337	0	3121	3737	0	2414	0	0	0		0	0																															0	0	0	28	0	0													0	0	0	
170257																																																																																																		0	0	0							0	344	0	0	10	0	25	0	0	89	0	0	0	0	0	0	0	0				0	0	0	10	0	0	0	0	0	0	0	0	0	0	0		0	0	195	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															17	0	0	8	0	0													0	0	0	
170275																																																																																																		0	0	0							0	4196	875	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0				480	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1805	177	783	0								546	520	0	683	0	0	0	0	0	0	0	0				0	786	0	0	0	0	0	0	0	0	0	0		0	0																															21	0	0	39	15	0													0	0	0	
170332																																																																																																		0	0	0	0	0	0	0	0	0	7541	1209	0	0	0	0	0	0	291	0	0	0	0	0	1393	0	0	0	0	0	0	66	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	3061	501	1072	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	14	2085	0	0	94	0	0	1969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1861	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	61	0	100	10	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171133	0	0	0	0	0	0	0	0	0	38	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0	0	0							0	0	0														38	0	13	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0																									
171656																																																																																																		0	0	0							29	1	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0						0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171759																																																																																																		0	0	0							0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	324	0	0	0								0	0	0	0	0	0	204	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
171768																																																																																																		0	0	0							9388	14258	2038	0	26	0	1580	203	73	108	97	0	267	0	0	0	0	0				0	0	0	51	0	0	225	0	0	0	0	0	0	0	0		150	0	6797	1178	159	560								150	1858	0	0	0	0	1642	1620	0	0	3945	5219				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															7	0	0	19	0	1													0	0	0	
172251																																																																																																		0	0	0							1384	1967	467				0	0	144	21	0	189	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		568	129	1461	467	183	0								177	0	0	0	0	0	123	0	0	0	354	0				0	0	36	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	2	0	0													0	0	0	
172457																																																																																																		0	0	0							2445	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1472	0	47	0	0	0								0	0	0	0	0	0	0	0	0	0	973	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															8	0	0	0	0	0													0	0	0	
172475																																																																																																		0	0	0							0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	258	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	159	0	0													0	0	0	
